11.083, 3.79765 -1.62868 -55.2939, 0 -0  0, 0 -0  0, 3.00591 -2.66405 -58.9987
11.086, 3.79765 -1.62868 -55.2939, 0 -0  0, 0 -0  0, 3.00591 -2.66405 -58.9987
11.089, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.09, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.091, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.092, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.094, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.098, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.099, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.101, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.105, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.106, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.108, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.11, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.111, 2.51464  1.91162 -51.8544, 0  0 -0, 0  0 -0,-0.730922   -2.3091  -50.8239
11.114,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.116,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.117,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.118,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.119,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.119,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.12,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.121,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.131,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.132,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.133,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.134,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.135,0.230765 0.378118 -47.1137, 0  0 -0, 0  0 -0,-0.0426323   0.039278    -46.466
11.139,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.14,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.141,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.156,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.161,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.162,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.162,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.163,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.164,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.165,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.166,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.167,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.168,-0.351912  0.692458   -43.291, 0  0 -0, 0  0 -0, -0.2333 0.823437 -44.1125
11.171,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.173,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.174,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.175,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.176,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.176,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.184,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.186,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.188,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.19,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.192,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.194,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.195,-0.189777   1.07793  -40.9744, 0  0 -0, 0  0 -0,-0.118271   1.10216  -43.5559
11.198,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.201,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.202,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.203,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.204,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.205,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.206,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.209,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.21,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.217,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.219,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.22,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.221,0.106601  1.21912 -39.6808, 0  0 -0, 0  0 -0,0.163375  1.15189 -45.1338
11.225,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.226,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.227,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.228,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.234,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.235,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.237,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.238,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.239,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.24,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.241,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.242,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.251,  0.7955 0.659981  -38.922, 0  0 -0, 0  0 -0,0.953827 0.618634 -48.4037
11.258, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.259, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.261, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.263, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.265, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.267, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.269, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.27, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.271, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.272, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.274, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.275, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.276, 0  0 -0,  2.55328 -0.746777  -45.7377,  2.55777 -0.694225  -44.3124, 0  0 -0
11.279, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.28, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.294, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.295, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.296, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.297, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.298, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.299, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.3, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.301, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.302, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.303, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.304, 0  0 -0, 2.61483  1.27769 -54.9961, 1.93159  2.16733 -60.3349, 0  0 -0
11.311, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.312, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.313, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.315, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.316, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.319, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.321, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.322, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.324, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.326, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.328, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.329, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.331, 0 -0  0, 1.51193 -2.09522 -51.6015,-1.75947  2.20494 -51.4556, 0 -0  0
11.338, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.34, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.341, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.342, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.344, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.345, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.346, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.347, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.355, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.357, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.359, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.36, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.362, 0 -0  0,-0.531203 -0.371796  -46.9971,-0.845647 0.0362961  -46.8687, 0 -0  0
11.366, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.368, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.369, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.372, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.373, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.374, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.375, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.377, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.379, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.38, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.381, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.389, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.39, 0 -0  0,-0.840421 -0.533263  -43.3615,-0.720356 -0.668379  -44.2011, 0 -0  0
11.399, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.4, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.402, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.403, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.405, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.406, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.407, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.408, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.409, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.41, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.41, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.411, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.412, 0 -0  0,-0.505666 -0.861452  -41.0476,-0.420652  -0.91041  -43.4288, 0 -0  0
11.416, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.424, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.425, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.426, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.427, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.428, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.429, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.43, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.43, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.439, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.44, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.441, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.442, 0 -0  0, 0.180236 -0.938995  -40.0881, 0.266555 -0.933679  -44.7316, 0 -0  0
11.445, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.446, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.447, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.448, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.456, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.457, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.458, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.459, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.46, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.462, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.463, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.465, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.472, 0 -0  0,  1.32791 -0.656995  -39.7313,  1.5016 -0.67893 -47.6482, 0 -0  0
11.476,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.478,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.479,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.48,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.481,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.482,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.483,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.489,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.491,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.492,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.496,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.497,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.498,  3.43357 -0.166254  -46.9519, 0 -0  0, 0 -0  0, 3.61544 -0.10612 -42.9399
11.502, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.503, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.51, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.511, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.512, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.513, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.514, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.515, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.516, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.517, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.527, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.528, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.529, 4.02035  -2.0061 -55.6845, 0 -0  0, 0 -0  0,  3.1788  -3.0985 -58.7933
11.533, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.535, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.536, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.538, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.54, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.547, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.548, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.549, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.55, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.552, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.553, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.555, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.556, 2.67622  1.41546 -52.5197, 0  0 -0, 0  0 -0,-0.57185 -2.81243 -50.9674
11.56, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.561, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.563, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.564, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.565, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.566, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.567, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.568, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.577, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.578, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.579, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.58, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.581, 0.343085 -0.231943  -47.6969, 0  0 -0, 0  0 -0, 0.026605 -0.599982  -46.2069
11.584, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.585, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.586, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.594, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.595, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.597, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.598, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.599, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.6, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.601, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.602, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.61, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.612, -0.212543 -0.0484557   -43.8248, 0  0 -0, 0  0 -0,-0.0528645   0.169307   -43.5729
11.615,-0.10177 0.390098 -41.3667, 0  0 -0, 0  0 -0,0.0958096   0.60354   -42.903
11.616,-0.10177 0.390098 -41.3667, 0  0 -0, 0  0 -0,0.0958096   0.60354   -42.903
11.617,-0.10177 0.390098 -41.3667, 0  0 -0, 0  0 -0,0.0958096   0.60354   -42.903
11.618,-0.10177 0.390098 -41.3667, 0  0 -0, 0  0 -0,0.0958096   0.60354   -42.903
11.619,-0.10177 0.390098 -41.3667, 0  0 -0, 0  0 -0,0.0958096   0.60354   -42.903
