0,0.224361,0.00399315
0.001,0.224337,0.00403821
0.006,0.2244,0.00418687
0.007,0.224475,0.00424165
0.008,0.22455,0.00420904
0.009,0.224602,0.00409713
0.009,0.224625,0.00401813
0.016,0.224645,0.00402945
0.017,0.224654,0.00404254
0.019,0.224653,0.00405756
0.021,0.224642,0.00407454
0.023,0.22462,0.00409359
0.024,0.224594,0.00411513
0.029,0.224518,0.00413895
0.03,0.224411,0.00416294
0.032,0.2243,0.00418684
0.033,0.224183,0.00421077
0.035,0.224062,0.00423473
0.035,0.223936,0.00425863
0.036,0.223806,0.00428253
0.037,0.22368,0.0040375
0.038,0.223545,0.00405231
0.038,0.223406,0.00406659
0.049,0.223278,0.0040831
0.05,0.223101,0.0040974
0.052,0.222933,0.00411066
0.057,0.222804,0.00412354
0.058,0.222693,0.00413561
0.059,0.22258,0.00414756
0.061,0.222486,0.00415921
0.063,0.22241,0.00417024
0.066,0.222331,0.00418061
0.067,0.22225,0.00419042
0.068,0.222166,0.00419915
0.069,0.222079,0.0042083
0.072,0.221991,0.00421593
0.074,0.221946,0.00422302
0.076,0.221899,0.00422964
0.078,0.22185,0.00423488
0.083,0.221808,0.00423956
0.085,0.221774,0.00424379
0.088,0.221738,0.0042471
0.09,0.2217,0.00424966
0.092,0.221663,0.00425223
0.095,0.221624,0.00425434
0.097,0.221585,0.00425616
0.099,0.221544,0.00425744
0.102,0.221503,0.00425833
0.104,0.22146,0.00425869
0.106,0.221415,0.00425869
0.107,0.221369,0.00425816
0.11,0.221321,0.00425684
0.113,0.221272,0.00425524
0.114,0.221219,0.00425315
0.116,0.221181,0.00425193
0.122,0.22119,0.00424945
0.123,0.221198,0.00424671
0.127,0.221205,0.00424349
0.13,0.22121,0.00423965
0.131,0.221213,0.0042358
0.133,0.221215,0.00423101
0.134,0.221214,0.00422728
0.137,0.221212,0.00422236
0.142,0.221209,0.00421709
0.143,0.221203,0.00421137
0.147,0.221192,0.00420594
0.148,0.221173,0.00420052
0.148,0.221154,0.00419429
0.15,0.221133,0.00418836
0.151,0.221112,0.00418234
0.152,0.22109,0.00417602
0.16,0.221067,0.00417006
0.162,0.221045,0.00416389
0.165,0.221022,0.00415748
0.166,0.220999,0.0041514
0.167,0.220976,0.00414476
0.168,0.220954,0.00413841
0.169,0.220933,0.00413206
0.174,0.22091,0.00412539
0.177,0.220888,0.00411898
0.179,0.220866,0.00411227
0.18,0.220846,0.00410524
0.183,0.220827,0.00409845
0.184,0.220811,0.00409183
0.185,0.220796,0.00408551
0.186,0.220786,0.00407895
0.187,0.220777,0.00407234
0.194,0.220774,0.00406542
0.195,0.220774,0.00405931
0.196,0.220778,0.00405279
0.197,0.220789,0.00404564
0.201,0.220806,0.00403905
0.203,0.220834,0.0038684
0.204,0.220866,0.00385565
0.204,0.220903,0.0038422
0.21,0.220949,0.00382885
0.212,0.221003,0.00381479
0.213,0.221064,0.00380036
0.214,0.221132,0.00378636
0.215,0.221209,0.00377277
0.218,0.221252,0.0037581
0.221,0.221305,0.00374323
0.223,0.221365,0.00372761
0.227,0.221435,0.00371259
0.23,0.22152,0.00369737
0.231,0.221524,0.00176045
0.232,0.221566,-0.000118023
0.234,0.221669,-0.00178397
0.235,0.221776,-0.0032501
0.236,0.221819,-0.00453104
0.239,0.22181,-0.00564076
0.244,0.221765,-0.00659202
0.245,0.221695,-0.00739671
0.246,0.22161,-0.00806622
0.248,0.221682,-0.00852223
0.249,0.22165,-0.00883551
0.25,0.221794,-0.00901621
0.252,0.221822,-0.00906857
0.253,0.221916,-0.00899699
0.26,0.22201,-0.00880945
0.261,0.222101,-0.00851387
0.263,0.222211,-0.00811845
0.264,0.222319,-0.00762988
0.265,0.222426,-0.00705603
0.273,0.222553,-0.00640694
0.274,0.222679,-0.00569082
0.275,0.222805,-0.00491644
0.277,0.22293,-0.00409285
0.279,0.223057,-0.00322896
0.281,0.223184,-0.00233457
0.288,0.223304,-0.00141855
0.289,0.223418,-0.000492039
0.29,0.22353,0.000435001
0.291,0.223663,0.00135568
0.292,0.223816,0.00225963
0.294,0.223965,0.00313801
0.295,0.224114,0.00398247
0.298,0.22426,0.00478408
0.3,0.224406,0.00553292
0.305,0.224553,0.00621995
0.308,0.2247,0.00683635
0.309,0.224849,0.00737342
0.311,0.224999,0.00782237
0.316,0.22514,0.00817453
0.317,0.225274,0.00841734
0.318,0.225408,0.00854388
0.32,0.225543,0.00854474
0.322,0.225679,0.00841145
0.326,0.225815,0.00813649
0.327,0.225952,0.00770966
0.328,0.226089,0.00712428
0.329,0.226227,0.00637115
0.33,0.226365,0.00544195
0.332,0.226502,0.0043292
0.333,0.22664,0.0030238
0.334,0.226777,0.00151736
0.337,0.226921,-0.000186688
0.339,0.227083,0.00177806
0.34,0.227258,0.00355227
0.346,0.227433,0.00514635
0.349,0.227608,0.00657147
0.35,0.227783,0.00783745
0.351,0.227958,0.00895225
0.352,0.228133,0.00992607
0.354,0.228307,0.0107676
0.355,0.228482,0.0114843
0.356,0.228658,0.0120838
0.363,0.228834,0.0125744
0.364,0.22901,0.0129625
0.367,0.22917,0.0132543
0.368,0.229313,0.0134553
0.369,0.229458,0.0135707
0.37,0.229604,0.0136076
0.371,0.229751,0.0135713
0.372,0.2299,0.0134674
0.379,0.230051,0.013302
0.38,0.230204,0.0130794
0.382,0.230359,0.0128059
0.383,0.230516,0.0124863
0.384,0.230676,0.0121255
0.384,0.230838,0.0117295
0.385,0.231004,0.0113025
0.389,0.231157,0.0108503
0.396,0.231297,0.0103774
0.397,0.231439,0.00988987
0.398,0.231587,0.00939253
0.399,0.231737,0.00889182
0.4,0.231894,0.00839284
0.401,0.232055,0.00790324
0.402,0.232221,0.00742912
0.403,0.232393,0.00697764
0.413,0.232572,0.00655521
0.415,0.232757,0.00617054
0.416,0.23295,0.00583124
0.418,0.23315,0.00554571
0.421,0.233339,0.00532258
0.423,0.233519,0.00517068
0.423,0.233706,0.0050999
0.424,0.233903,0.00512732
0.43,0.234092,0.00525455
0.431,0.234272,0.00549276
0.432,0.234462,0.00586079
0.433,0.234668,0.00636195
0.434,0.234886,0.00701551
0.435,0.235117,0.00782534
0.435,0.235355,0.00880879
0.436,0.235603,0.00998076
0.446,0.235865,0.0113479
0.45,0.236143,0.0129136
0.451,0.236368,0.0127397
0.452,0.236567,0.0124724
0.453,0.236764,0.0114293
0.454,0.236924,0.00973812
0.455,0.237019,0.007523
0.456,0.237068,0.00487909
0.463,0.237005,0.00341681
0.464,0.236946,0.00341156
0.466,0.236914,0.00340512
0.467,0.236861,0.00339809
0.468,0.23679,0.00339106
0.47,0.2367,0.00338465
0.474,0.236603,0.00337943
0.476,0.236493,0.00337601
0.483,0.236303,0.00337514
0.485,0.236135,0.00337526
0.487,0.236038,0.0033749
0.49,0.235939,0.00337416
0.492,0.235837,0.0033733
0.494,0.235734,0.00337234
0.496,0.235629,0.0033713
0.499,0.235522,0.00337023
0.501,0.235414,0.00336927
0.506,0.235304,0.00336844
0.508,0.235191,0.00336757
0.513,0.235116,0.00336677
0.516,0.235078,0.00336593
0.519,0.235035,0.00336507
0.521,0.234987,0.00336418
0.524,0.234934,0.00336322
0.526,0.234875,0.0033623
0.529,0.234809,0.00336152
0.531,0.234738,0.00336081
0.533,0.234684,0.00336021
0.535,0.234644,0.00335962
0.536,0.2346,0.00335908
0.538,0.23457,0.00335845
0.539,0.234536,0.0033578
0.542,0.234539,0.00335696
0.543,0.234561,0.00335604
0.544,0.23458,0.00335494
0.545,0.234598,0.00335366
0.558,0.234614,0.00335228
0.559,0.234629,0.00335073
0.561,0.234642,0.00334898
0.563,0.234653,0.0033471
0.565,0.234663,0.00334516
0.566,0.234672,0.00334296
0.568,0.234678,0.00334075
0.569,0.234744,0.00333825
0.571,0.234803,0.00333548
0.577,0.234861,0.00333256
0.579,0.234916,0.00332949
0.582,0.234968,0.00332639
0.583,0.235018,0.00332338
0.584,0.235069,0.0033204
0.585,0.235122,0.00331739
0.586,0.235174,0.00331458
0.586,0.235228,0.0033116
0.587,0.23528,0.00330868
0.588,0.235333,0.00330585
0.589,0.235385,0.00330302
0.593,0.235439,0.00330037
0.594,0.235492,0.00329769
0.6,0.235544,0.00329506
0.601,0.235595,0.00329274
0.601,0.235648,0.00329044
0.602,0.235701,0.00328836
0.603,0.235755,0.00328645
0.605,0.23581,0.00328478
0.61,0.235866,0.00328323
0.611,0.235924,0.00328186
0.612,0.235983,0.0032807
0.613,0.236043,0.00327966
0.613,0.236105,0.00327885
0.614,0.236169,0.00327814
0.615,0.236236,0.0032776
0.621,0.236299,0.0032773
0.627,0.236361,0.00327721
0.628,0.236427,0.00327739
0.629,0.236496,0.00327781
0.63,0.23657,0.00327843
0.631,0.236647,0.00327921
0.633,0.23673,0.00328025
0.634,0.236817,0.00328147
0.635,0.236911,0.0032829
0.643,0.23701,0.00328445
0.644,0.237115,0.00328618
0.645,0.237227,0.00328812
0.647,0.237347,0.00329018
0.651,0.237463,0.00329238
0.656,0.237577,0.00329486
0.657,0.237701,0.00329757
0.658,0.237835,0.00330052
0.666,0.237979,0.00330359
0.667,0.238134,0.00330693
0.668,0.238301,0.00331026
0.669,0.238477,0.00331381
0.669,0.238669,0.0033173
0.67,0.238848,0.00332078
0.671,0.239022,0.00332421
0.672,0.239202,0.00332749
0.683,0.239393,0.0033308
0.686,0.239544,0.00333434
0.687,0.239677,0.00141606
0.688,0.239775,-0.00044865
0.689,0.239888,-0.00211245
0.69,0.239973,-0.00358678
0.691,0.240004,-0.00488455
0.693,0.239996,-0.00601865
0.699,0.239962,-0.00700123
0.7,0.239914,-0.00784395
0.701,0.239737,-0.00855686
0.702,0.23956,-0.00914835
0.704,0.239413,-0.00962971
0.705,0.239246,-0.0100106
0.709,0.239077,-0.0102962
0.711,0.238785,-0.0104626
0.716,0.238498,-0.0104845
0.717,0.238278,-0.0103753
0.719,0.238057,-0.0101432
0.72,0.237833,-0.00979773
0.721,0.237608,-0.00934932
0.722,0.237382,-0.00880835
0.723,0.237177,-0.0081895
0.725,0.236947,-0.0074989
0.733,0.236736,-0.0067483
0.734,0.236544,-0.00594836
0.735,0.236352,-0.00510887
0.739,0.236193,-0.00424093
0.74,0.236068,-0.00335753
0.741,0.235941,-0.00246767
0.741,0.235812,-0.00157974
0.742,0.235681,-0.000702569
