0,0.294279
0.002,0.294236
0.003,0.294151
0.004,0.294025
0.005,0.293856
0.006,0.293643
0.006,0.293387
0.016,0.293088
0.017,0.292757
0.018,0.292392
0.019,0.291996
0.02,0.291565
0.021,0.2911
0.024,0.290616
0.025,0.290154
0.033,0.289714
0.034,0.289296
0.035,0.2889
0.036,0.288526
0.037,0.288169
0.037,0.287839
0.038,0.287532
0.039,0.287247
0.049,0.286985
0.05,0.286746
0.051,0.28653
0.054,0.286334
0.056,0.286155
0.056,0.285993
0.057,0.285847
0.058,0.285713
0.066,0.285597
0.067,0.285497
0.068,0.285412
0.069,0.285344
0.07,0.285291
0.071,0.285253
0.072,0.28523
0.073,0.28522
0.083,0.285223
0.09,0.285234
0.091,0.285254
0.092,0.285281
0.093,0.285317
0.094,0.285359
0.095,0.28541
0.095,0.285468
0.105,0.285534
0.106,0.285608
0.107,0.285691
0.108,0.285783
0.109,0.285885
0.113,0.285996
0.114,0.286113
0.115,0.286238
0.124,0.28637
0.125,0.286509
0.126,0.286655
0.127,0.286808
0.128,0.286967
0.129,0.287132
0.13,0.287304
0.131,0.287481
0.141,0.287664
0.144,0.287853
0.147,0.288045
0.148,0.288236
0.149,0.288428
0.149,0.288619
0.15,0.288809
0.151,0.288999
0.158,0.289189
0.158,0.289378
0.159,0.289566
0.16,0.289753
0.161,0.289939
0.162,0.290123
0.163,0.290305
0.166,0.290485
0.174,0.290661
0.175,0.290834
0.176,0.291002
0.177,0.291165
0.178,0.291324
0.179,0.291478
0.18,0.291626
0.181,0.291769
0.191,0.291906
0.193,0.292037
0.195,0.292161
0.196,0.292278
0.199,0.292389
0.201,0.292494
0.202,0.29259
0.203,0.292681
0.208,0.292766
0.209,0.292843
0.21,0.292914
0.211,0.292977
0.212,0.293034
0.212,0.293083
0.213,0.293126
0.215,0.293162
0.224,0.293191
0.228,0.293205
0.229,0.293178
0.23,0.293116
0.231,0.29303
0.232,0.292914
0.233,0.292763
0.234,0.292621
0.247,0.292458
0.248,0.292333
0.249,0.292207
0.25,0.292081
0.251,0.291956
0.252,0.291832
0.255,0.291711
0.256,0.291598
0.264,0.291491
0.265,0.291393
0.266,0.291302
0.267,0.291219
0.267,0.291143
0.268,0.291076
0.269,0.291018
0.27,0.290967
0.281,0.290925
0.282,0.290891
0.283,0.290865
0.286,0.290847
0.288,0.290833
0.289,0.290824
0.289,0.290818
0.291,0.290816
0.302,0.290818
0.303,0.290824
0.304,0.290833
0.304,0.290845
0.305,0.290859
0.306,0.290876
0.307,0.290896
0.308,0.290919
0.322,0.290945
0.323,0.290973
0.324,0.291002
0.325,0.291033
0.326,0.291067
0.326,0.291102
0.328,0.29114
0.329,0.291181
0.339,0.291226
0.339,0.291273
0.34,0.291325
0.341,0.291381
0.342,0.291442
0.345,0.291508
0.347,0.291579
0.347,0.291654
0.355,0.291734
0.356,0.291819
0.357,0.291908
0.358,0.292001
0.36,0.292099
0.361,0.292201
0.362,0.292306
0.363,0.292415
0.372,0.292526
0.373,0.29264
0.377,0.292756
0.378,0.292873
0.379,0.29299
0.379,0.293107
0.381,0.293222
0.382,0.293337
0.389,0.293451
0.39,0.293562
0.391,0.293672
0.392,0.29378
0.393,0.293886
0.393,0.29399
0.394,0.294091
0.397,0.294189
0.405,0.294284
0.407,0.294375
0.407,0.294462
0.408,0.294545
0.409,0.294623
0.41,0.294697
0.411,0.294765
0.412,0.294829
0.422,0.294886
0.423,0.294938
0.424,0.294984
0.425,0.295024
0.429,0.295057
0.43,0.295086
0.431,0.295111
0.432,0.295132
0.439,0.29515
0.44,0.295163
0.441,0.295172
0.442,0.295177
0.443,0.295179
0.444,0.295176
0.445,0.29517
0.446,0.295159
