0,0 0 0,1 1 0,0 0 0,0 0 1
5.621,-4.89016  1.49714 -54.5296, 0 -0  0, 0 -0  0,-8.26685 -2.40995 -63.0459
5.623,-4.89016  1.49714 -54.5296, 0 -0  0, 0 -0  0,-8.26685 -2.40995 -63.0459
5.624,-4.89016  1.49714 -54.5296, 0 -0  0, 0 -0  0,-8.26685 -2.40995 -63.0459
5.63,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.631,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.632,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.633,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.635,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.636,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.638,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.64,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.641,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.642,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.643,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.644,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.645,-7.50082  4.14751  -54.731,0 0 0,0 0 0,-9.22033  1.60867 -54.0568
5.65,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.651,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.652,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.652,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.653,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.654,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.658,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.659,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.667,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.668,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.668,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.669,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.67,-8.73699  2.49052 -50.5111,0 0 0,0 0 0,-9.13181  1.76465 -48.8026
5.674,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.675,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.676,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.684,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.685,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.685,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.687,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.69,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.691,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.692,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.693,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.701,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.702,-9.73965 0.387705 -44.1454,0 0 0,0 0 0, -8.2075  2.52881 -43.2919
5.704, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.706, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.707, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.708, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.709, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.71, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.718, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.719, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.722, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.723, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.724, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.725, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.726, -10.3054 -0.465669  -39.1116,0 0 0,0 0 0,-7.61252  3.62038 -40.8435
5.728,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.734,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.735,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.736,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.737,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.738,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.739,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.74,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.741,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.751,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.752,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.753,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.754,-8.99394  2.85238 -38.4985,0 0 0,0 0 0,-8.58686  4.04771 -45.0445
5.757,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.758,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.759,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.76,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.768,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.769,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.77,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.771,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.771,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.772,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.773,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.774,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.785,-6.88919  6.39662 -37.8982,0 0 0,0 0 0,-10.1616  2.99422 -53.0558
5.788,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.789,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.79,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.79,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.791,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.792,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.793,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.802,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.803,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.803,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.804,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.805,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.806,0 0 0,-2.70013 -6.01873 -36.8057,  -8.64931 -0.0680807   -49.3614,0 0 0
5.808,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.809,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.818,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.819,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.82,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.821,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.822,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.823,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.824,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.825,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.835,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.836,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.837,0 0 0,-7.48166  -3.1125 -49.1573,-13.3918  3.21933 -68.1066,0 0 0
5.84,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.842,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.843,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.844,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.845,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.852,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.853,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.854,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.856,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.857,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.859,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.86,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.861,0 0 0, -9.5538 -4.26773 -47.6059, -13.0083 -0.270283  -56.4615,0 0 0
5.869, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.87, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.871, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.871, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.872, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.873, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.874, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.875, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.885, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.887, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.888, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.888, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.889, 0 -0  0,-10.8021 -2.09877 -43.9821,-12.1619 -1.03951 -52.0461, 0 -0  0
5.892, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.893, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.894, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.902, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.903, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.904, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.905, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.906, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.906, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.907, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.908, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.919, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.92, 0 -0  0,-11.6033 0.206598 -38.7707,-10.6631 -2.05673 -47.0751, 0 -0  0
5.923, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.924, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.925, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.926, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.926, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.927, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.936, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.937, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.937, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.938, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.939, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.942, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.944, 0 -0  0,-11.1206 0.395365 -35.2437,-10.0088 -2.23801 -44.5849, 0 -0  0
5.947, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.967, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.968, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.968, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.969, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.97, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.971, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.972, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.973, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.984, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.985, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.986, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.987, 0 -0  0,-9.20161 -2.29464 -35.3836,-10.4313 -1.91591 -48.2647, 0 -0  0
5.99, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
5.992, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
5.993, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
5.994, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.001, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.004, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.006, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.009, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.012, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.015, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.018, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.02, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.023, 0 -0  0,-6.40323 -5.21217 -34.8355,-10.7725 -1.27468  -56.206, 0 -0  0
6.034,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.038,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.041,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.044,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.046,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.048,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.05,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.052,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.053,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.055,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.056,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.058,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.06,-2.64445  1.73038 -43.7917, 0 -0  0, 0 -0  0,-5.30574  -1.8865 -42.1464
6.064,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.066,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.068,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.069,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.071,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.072,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.073,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.074,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.075,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.076,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.077,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.078,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.079,-6.18576 -1.22565 -54.5677, 0 -0  0, 0 -0  0, -9.0924 -4.63085 -60.0778
6.083,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.084,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.085,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.087,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.088,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.089,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.091,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.092,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.094,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.095,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.096,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.097,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.098,-8.22585  1.95977 -52.9051, 0 -0  0, 0 -0  0,-10.8117 -1.59769 -54.0679
6.106,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.107,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.107,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.108,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.109,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.11,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.111,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.113,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.122,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.124,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.125,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.126,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.126,-9.78226 0.950535 -47.4981, 0 -0  0, 0 -0  0,  -10.5734 -0.0451684   -48.7894
6.13, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.131, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.132, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.139, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.14, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.141, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.143, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.143, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.144, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.145, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.146, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.156, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.157, -10.6717 -0.402701  -40.7726,0 0 0,0 0 0,-9.73028  1.35464 -45.1146
6.16, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.161, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.162, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.163, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.164, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.165, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.173, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.174, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.175, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.176, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.177, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.178, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
6.179, -10.8644 -0.281588  -35.7984,0 0 0,0 0 0,-9.42248  2.71248 -45.2231
