0,0 0 0,1 1 0,0 0 0,0 0 1
12.891,-7.27777  6.58391 -35.4551, 0 -0  0, 0 -0  0,-7.60363  6.20391  -46.304
12.892,-7.27777  6.58391 -35.4551, 0 -0  0, 0 -0  0,-7.60363  6.20391  -46.304
12.895,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.896,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.897,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.897,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.905,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.906,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.908,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.909,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.91,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.911,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.911,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.912,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.922,-5.79633  10.5998 -33.4966, 0 -0  0, 0 -0  0,-11.6683  3.13988 -57.2567
12.924, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.925, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.927, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.928, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.93, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.93, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.931, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.938, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.939, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.94, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.942, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.943, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.944, 0 -0  0,-2.59063 -12.6313 -31.0035, -13.415 -6.13686 -58.6989, 0 -0  0
12.946, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.947, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.955, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.956, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.957, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.958, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.959, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.96, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.961, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.962, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.972, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.973, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.974, 0 -0  0,-7.93601 -13.9134 -41.8445,-16.5925 -4.42957 -66.5936, 0 -0  0
12.976, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.978, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.979, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.98, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.981, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.989, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.99, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.991, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.992, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.993, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.993, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.994, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
12.995, 0 -0  0,-10.6536 -9.45505 -42.7997,-14.3751 -6.08084 -61.3824, 0 -0  0
13.006, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.007, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.007, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.008, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.011, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.012, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.013, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.014, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.022, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.023, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.024, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.025, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.026, 0 -0  0,-11.5045 -6.59857 -42.0816,-13.0265 -5.63215 -55.5381, 0 -0  0
13.03, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.03, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.031, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.039, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.04, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.041, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.043, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.044, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.045, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.046, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.047, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.056, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.057, 0 -0  0,-12.6704 -1.77766 -35.6897,-9.98197  -6.0777 -48.2166, 0 -0  0
13.059, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.06, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.06, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.061, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.063, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.064, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.072, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.073, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.074, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.075, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.076, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.077, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.078, 0 -0  0, -11.0662 -0.561024   -30.645,-7.81744 -5.55163 -42.7782, 0 -0  0
13.081, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.089, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.09, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.091, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.092, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.093, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.094, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.095, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.096, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.106, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.107, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.108, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.109, 0 -0  0,-7.43885 -4.20786 -35.4516,-8.49466 -3.45156  -46.016, 0 -0  0
13.112, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.113, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.114, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.115, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.122, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.124, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.125, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.126, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.126, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.127, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.128, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.129, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.139, 0 -0  0,-5.72319 -6.30844 -38.0807,-8.40505 -3.70506 -52.8024, 0 -0  0
13.143,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.144,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.145,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.146,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.146,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.147,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.148,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.156,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.157,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.158,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.159,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.16,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.161,  -3.552  1.57424 -40.4535, 0 -0  0, 0 -0  0,-6.93327 -2.34734 -49.0684
13.164,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.165,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.173,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.174,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.174,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.176,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.176,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.177,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.178,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.179,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.19,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.191,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.192,-7.60523 -2.51194 -49.4583, 0 -0  0, 0 -0  0, -12.016 -8.67326 -68.1796
13.195, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.196, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.197, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.198, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.198, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.206, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.207, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.208, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.209, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.21, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.211, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.212, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.213, -9.96344 -0.497339  -49.9268, 0 -0  0, 0 -0  0,-11.8456  -3.0533 -57.5008
13.223,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.227,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.231,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.235,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.24,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.244,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.247,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.249,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.252,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.254,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.256,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.258,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.26,-10.8734 -2.08354 -46.0267, 0 -0  0, 0 -0  0, -11.652 -2.99469 -52.6378
13.267, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.268, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.27, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.271, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.273, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.274, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.275, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.276, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.277, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.279, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.28, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.281, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.282, -11.616 -4.20535 -37.5375, 0 -0  0, 0 -0  0,-10.2096 -1.78171 -46.0208
13.285,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.287,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.288,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.289,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.29,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.291,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.294,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.296,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.297,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.298,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.298,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.299,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.3,-11.2274 -4.27837 -32.8035, 0 -0  0, 0 -0  0,-9.40888 -1.04126 -44.6969
13.304, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.311, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.312, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.313, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.314, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.315, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.316, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.318, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.319, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.328, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.329, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.33, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.33, -8.40347 -0.714987  -34.0709, 0 -0  0, 0 -0  0,-9.20944 -1.19435 -50.5076
13.334,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.336,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.337,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.338,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.344,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.346,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.347,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.348,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.349,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.35,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.351,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.352,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.362,-3.15339  3.53629 -31.4827,0 0 0,0 0 0, -6.66946 -0.164676  -63.8216
13.364,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.365,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.368,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.371,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.372,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.373,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.374,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.378,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.38,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.38,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.381,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.382,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.384,0 0 0,-0.857067  -1.09874  -55.3667,-1.81637 -2.80087 -45.9472,0 0 0
13.388,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.389,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.395,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.396,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.397,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.398,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.399,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.4,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.401,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.402,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.412,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.413,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.414,0 0 0,-5.81658   1.4668 -79.0631, -6.2182  -1.3646 -64.3648,0 0 0
13.417,0 0 0,-5.93737  2.78173 -79.6259,-7.43821  3.67937 -58.8167,0 0 0
13.418,0 0 0,-5.93737  2.78173 -79.6259,-7.43821  3.67937 -58.8167,0 0 0
13.42,0 0 0,-5.93737  2.78173 -79.6259,-7.43821  3.67937 -58.8167,0 0 0
13.421,0 0 0,-5.93737  2.78173 -79.6259,-7.43821  3.67937 -58.8167,0 0 0
13.422,0 0 0,-5.93737  2.78173 -79.6259,-7.43821  3.67937 -58.8167,0 0 0
13.429,0 0 0,-5.93737  2.78173 -79.6259,-7.43821  3.67937 -58.8167,0 0 0
