0,0.294275
0.002,0.294232
0.004,0.29415
0.006,0.294027
0.008,0.293865
0.01,0.293663
0.015,0.293428
0.016,0.293161
0.017,0.292859
0.017,0.292523
0.018,0.292152
0.019,0.291748
0.02,0.29131
0.024,0.290853
0.032,0.290418
0.033,0.290004
0.034,0.289611
0.035,0.28924
0.036,0.288891
0.037,0.288558
0.037,0.28825
0.038,0.287963
0.049,0.287691
0.05,0.287445
0.051,0.28722
0.052,0.287017
0.055,0.286834
0.056,0.286666
0.058,0.286514
0.059,0.286376
0.066,0.286254
0.067,0.286146
0.067,0.286053
0.068,0.285975
0.069,0.285911
0.07,0.285863
0.071,0.285828
0.071,0.285807
0.083,0.285799
0.09,0.285802
0.092,0.285813
0.093,0.285831
0.095,0.285857
0.097,0.28589
0.098,0.285929
0.099,0.285975
0.1,0.286028
0.101,0.286088
0.106,0.286156
0.107,0.286231
0.108,0.286313
0.109,0.286404
0.112,0.286502
0.113,0.286604
0.116,0.286711
0.117,0.286823
0.119,0.286938
0.122,0.287057
0.123,0.28718
0.124,0.287307
0.126,0.287437
0.127,0.287571
0.133,0.287708
0.134,0.287849
0.135,0.287992
0.141,0.288138
0.142,0.288285
0.143,0.288432
0.144,0.288579
0.146,0.288727
0.149,0.288874
0.151,0.289022
0.152,0.289169
0.154,0.289317
0.156,0.289464
0.157,0.28961
0.159,0.289756
0.16,0.289902
0.166,0.290046
0.168,0.290189
0.17,0.290329
0.172,0.290468
0.174,0.290604
0.175,0.290737
0.177,0.290868
0.179,0.290996
0.183,0.291121
0.184,0.291243
0.186,0.291361
0.187,0.291473
0.189,0.291584
0.193,0.291691
0.195,0.291794
0.197,0.291894
0.2,0.29199
0.2,0.292081
0.202,0.292169
0.204,0.292252
0.205,0.29233
0.207,0.292403
0.208,0.292473
0.21,0.292538
0.216,0.292598
0.218,0.292654
0.222,0.292696
0.224,0.292699
0.225,0.292669
0.227,0.29262
0.228,0.292543
0.23,0.292432
0.238,0.292284
0.24,0.292096
0.241,0.291869
0.243,0.2916
0.249,0.291379
0.251,0.291137
