0.002,0.224341,0.00403732
0.004,0.224404,0.00418591
0.006,0.224478,0.00424069
0.008,0.224553,0.00420913
0.01,0.224606,0.00409892
0.015,0.22465,0.00402001
0.016,0.224671,0.00403106
0.017,0.22468,0.00404394
0.017,0.224679,0.00405881
0.018,0.224668,0.00407568
0.019,0.224652,0.00409493
0.02,0.224615,0.00411695
0.024,0.224544,0.00414053
0.032,0.224438,0.0041641
0.033,0.224327,0.00418779
0.034,0.22421,0.00421152
0.035,0.224089,0.00423539
0.036,0.223963,0.0042592
0.037,0.223862,0.00401807
0.037,0.223696,0.00403243
0.038,0.223548,0.00404707
0.049,0.223412,0.00406474
0.05,0.22327,0.00407904
0.051,0.223125,0.00409275
0.052,0.222977,0.00410613
0.055,0.222847,0.00411874
0.056,0.222734,0.00413114
0.058,0.22262,0.00414339
0.059,0.222525,0.00415492
0.066,0.222448,0.00416589
0.067,0.222368,0.00417629
0.067,0.222286,0.00418618
0.068,0.222201,0.00419503
0.069,0.222115,0.00420442
0.07,0.222026,0.0042122
0.071,0.221958,0.00422043
0.071,0.22191,0.00422716
0.083,0.221861,0.00423259
0.09,0.221819,0.00423795
0.092,0.221784,0.00424233
0.093,0.221748,0.00424585
0.095,0.221709,0.00424868
0.097,0.221672,0.00425157
0.098,0.221633,0.00425395
0.099,0.221593,0.00425559
0.1,0.221553,0.00425643
0.101,0.221511,0.00425795
0.106,0.221468,0.00425813
0.107,0.221423,0.0042589
0.108,0.221377,0.00425825
0.109,0.221329,0.00425729
0.112,0.221279,0.0042561
0.113,0.221227,0.00425446
0.116,0.221188,0.00425234
0.117,0.221198,0.00425014
0.119,0.221206,0.00424784
0.122,0.221213,0.00424516
0.123,0.221217,0.00424141
0.124,0.22122,0.00423858
0.126,0.221221,0.00423464
0.127,0.22122,0.00423023
0.133,0.221217,0.00422546
0.134,0.221213,0.00422034
0.135,0.221207,0.00421488
0.141,0.221196,0.00420952
0.142,0.221177,0.0042035
0.143,0.221158,0.00419784
0.144,0.221137,0.00419208
0.146,0.221116,0.00418612
0.149,0.221094,0.00418037
0.151,0.221072,0.00417405
0.152,0.221049,0.00416809
0.154,0.221026,0.00416204
0.156,0.221003,0.00415581
0.157,0.22098,0.00414953
0.159,0.220958,0.00414315
0.16,0.220936,0.00413713
0.166,0.220914,0.00413048
0.168,0.220891,0.00412413
0.17,0.220869,0.00411755
0.172,0.220849,0.00411075
0.174,0.22083,0.00410417
0.175,0.220813,0.00409779
0.177,0.220798,0.00409168
0.179,0.220787,0.00408536
0.183,0.220778,0.00407907
0.184,0.220774,0.00407249
0.186,0.220774,0.00406665
0.187,0.220781,0.00390026
0.189,0.220792,0.00388739
0.193,0.22081,0.0038752
0.195,0.220835,0.00386226
0.197,0.220866,0.00384942
0.2,0.220904,0.00383657
0.2,0.220948,0.0038231
0.202,0.221002,0.00380903
0.204,0.22106,0.00379539
0.205,0.221129,0.00378147
0.207,0.221205,0.00376725
0.208,0.221249,0.00375235
0.21,0.221298,0.00373781
0.216,0.221358,0.00372374
0.218,0.221427,0.00370902
0.222,0.221512,0.00369388
0.449,0.236303,0.0127397
0.451,0.236502,0.0124734
0.452,0.236698,0.0114316
0.456,0.236857,0.00974211
0.458,0.236952,0.00752881
0.46,0.237,0.00488696
0.461,0.236938,0.00342581
0.462,0.23688,0.00342053
0.463,0.236848,0.00341427
0.464,0.236796,0.0034073
0.466,0.236725,0.00340039
0.467,0.236636,0.00339407
0.472,0.236539,0.00338903
0.478,0.236429,0.00338569
0.48,0.236241,0.00338489
0.481,0.236073,0.00338513
0.484,0.235976,0.00338477
0.486,0.235877,0.00338411
0.487,0.235776,0.00338328
0.489,0.235673,0.00338235
0.491,0.235569,0.00338137
0.494,0.235463,0.00338033
0.496,0.235356,0.00337937
0.498,0.235246,0.00337857
0.5,0.235134,0.0033778
0.504,0.23506,0.00337699
0.507,0.235022,0.00337613
0.508,0.23498,0.00337532
0.51,0.234933,0.00337446
0.511,0.234881,0.0033735
0.512,0.234822,0.00337258
0.513,0.234757,0.00337183
0.514,0.234688,0.00337109
0.516,0.234634,0.00337046
0.517,0.234595,0.00336993
0.518,0.234551,0.00336933
0.519,0.234522,0.00336877
