21.016,0 0 0,-12.7429 -1.34923 -42.0355,-11.3211 -3.41781 -46.0652,0 0 0
21.018,0 0 0,-12.7429 -1.34923 -42.0355,-11.3211 -3.41781 -46.0652,0 0 0
21.019,0 0 0,-12.7429 -1.34923 -42.0355,-11.3211 -3.41781 -46.0652,0 0 0
21.021,0 0 0,-12.7429 -1.34923 -42.0355,-11.3211 -3.41781 -46.0652,0 0 0
21.022,0 0 0,-12.7429 -1.34923 -42.0355,-11.3211 -3.41781 -46.0652,0 0 0
21.026,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.028,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.029,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.03,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.032,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.033,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.034,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.035,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.037,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.038,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.039,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.04,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.042,0 0 0,-10.9943 -3.29471 -39.5457,-10.3929  -4.0562 -48.4363,0 0 0
21.046,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.047,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.049,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.052,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.054,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.055,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.056,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.057,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.058,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.06,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.061,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.069,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.071,0 0 0,-6.62647  -5.5072  -32.696,-7.66045 -3.65912   -50.27,0 0 0
21.074,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.075,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.076,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.077,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.077,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.078,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.085,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.087,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.089,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.091,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.093,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.094,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.095,-4.15252  2.95932 -45.0186,0 0 0,0 0 0,-6.78161 -1.27136  -40.185
21.098,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.102,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.104,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.105,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.106,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.107,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.108,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.109,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.11,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.119,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.12,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.121,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.122,-6.50179  -2.2118 -49.4663,-0  0  0,-0  0  0,-11.2167 -7.15739 -56.2549
21.125,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.126,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.127,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.128,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.136,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.137,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.138,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.139,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.141,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.141,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.142,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.143,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.153,-10.6611 -1.04754 -52.5579,-0  0  0,-0  0  0,-17.5932 -11.0056 -72.2741
21.155,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.156,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.157,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.158,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.159,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.16,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.161,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.169,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.171,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.172,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.173,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.174,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.176,-12.7177  5.35391 -52.3467,-0  0  0,-0  0  0,-15.3857  1.36761 -53.0056
21.179,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.18,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.186,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.187,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.188,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.189,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.19,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.191,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.192,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.193,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.203,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.208,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.211,-13.7548  1.28694 -45.8975,-0  0  0,-0  0  0,-12.6344  2.94348  -47.485
21.221, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.223, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.225, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.227, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.229, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.232, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.233, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.235, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.237, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.239, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.24, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.241, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.243, -12.687  1.23028 -42.0529,-0  0  0,-0  0  0,-11.2286  3.36378 -45.9191
21.248,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.249,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.25,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.252,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.253,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.254,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.255,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.256,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.257,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.258,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.26,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.261,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.263,-10.9381   3.2612 -39.5494,-0  0  0,-0  0  0,-10.3221  4.05767 -48.2218
21.266, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.268, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.269, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.272, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.273, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.274, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.276, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.278, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.279, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.281, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.282, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.289, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.291, -6.4393  6.25407 -33.2169,-0  0  0,-0  0  0,-7.72071  4.01367 -51.7838
21.294,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.295,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.296,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.297,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.3,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.302,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.305,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.306,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.307,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.308,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.309,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.31,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.311,-0  0  0,-3.63918 -2.62825 -46.2852,-5.99877  1.69065 -40.3857,-0  0  0
21.313,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.322,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.324,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.325,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.326,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.328,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.329,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.33,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.331,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.339,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.34,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.341,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.342,-0  0  0,-5.47793  2.61049   -49.79,-10.5112  7.79962 -56.2907,-0  0  0
21.345, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.346, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.347, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.348, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.356, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.357, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.358, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.359, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.36, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.361, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.362, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.363, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.373, 0 -0  0,-9.14849  1.26125 -52.0944,-16.8343  11.6072 -72.2776, 0 -0  0
21.375,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.376,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.377,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.378,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.38,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.381,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.384,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.389,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.391,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.392,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.393,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.394,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.395,0 0 0,-12.1058 -5.42983 -52.8503,-14.7462 -1.51297 -53.3248,0 0 0
21.398,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.399,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.406,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.407,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.408,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.409,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.41,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.411,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.412,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.413,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.423,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.424,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.425,0 0 0,-13.1535 -1.52369  -46.004,-12.2123 -2.96882 -47.6461,0 0 0
21.428,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.429,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.43,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.434,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.436,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.44,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.44,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.441,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.442,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.443,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.444,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.445,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.446,0 0 0,-12.1692 -1.59365 -41.9197,-10.9867 -3.45391 -46.0273,0 0 0
21.456,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.457,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.458,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.46,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.461,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.462,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.463,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.464,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.473,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.474,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.475,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.476,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.477,0 0 0,-10.5089 -3.62219 -39.2639,-10.3929  -3.9847 -48.3334,0 0 0
21.481,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.482,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.483,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.49,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.491,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.492,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.493,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.494,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.496,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.498,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.499,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.506,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.508,0 0 0,-7.01659 -6.55098 -36.0262,-9.73571 -2.81818  -55.733,0 0 0
21.511,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.512,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.513,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.514,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.515,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.516,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.523,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.525,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.526,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.527,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.528,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.529,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.53,-2.86625  3.26681 -45.9064,0 0 0,0 0 0,-5.68439 -1.58781 -41.0205
21.533,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.54,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.541,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.542,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.543,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.544,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.545,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.546,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.547,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.557,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.558,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.559,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.562,-4.67891 -2.05326 -50.0652,-0  0  0,-0  0  0,-10.1469 -7.45239 -56.6553
21.566, -8.11925 -0.760722   -52.091,-0  0  0,-0  0  0, -16.433 -11.0384 -72.5366
21.567, -8.11925 -0.760722   -52.091,-0  0  0,-0  0  0, -16.433 -11.0384 -72.5366
21.568, -8.11925 -0.760722   -52.091,-0  0  0,-0  0  0, -16.433 -11.0384 -72.5366
21.569, -8.11925 -0.760722   -52.091,-0  0  0,-0  0  0, -16.433 -11.0384 -72.5366
