4.04,-5.25102  1.81059 -29.9612,-0  0  0,-0  0  0,-10.7102  1.32457 -46.5969
4.041,-5.25102  1.81059 -29.9612,-0  0  0,-0  0  0,-10.7102  1.32457 -46.5969
4.042,-5.25102  1.81059 -29.9612,-0  0  0,-0  0  0,-10.7102  1.32457 -46.5969
4.043,-5.25102  1.81059 -29.9612,-0  0  0,-0  0  0,-10.7102  1.32457 -46.5969
4.045,-5.25102  1.81059 -29.9612,-0  0  0,-0  0  0,-10.7102  1.32457 -46.5969
4.047,-5.25102  1.81059 -29.9612,-0  0  0,-0  0  0,-10.7102  1.32457 -46.5969
4.048,-5.25102  1.81059 -29.9612,-0  0  0,-0  0  0,-10.7102  1.32457 -46.5969
4.049,-5.25102  1.81059 -29.9612,-0  0  0,-0  0  0,-10.7102  1.32457 -46.5969
4.051,-5.25102  1.81059 -29.9612,-0  0  0,-0  0  0,-10.7102  1.32457 -46.5969
4.054,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.055,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.056,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.058,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.063,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.065,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.066,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.067,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.067,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.068,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.069,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.07,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.08,-2.33187  3.62747 -30.8797,-0  0  0,-0  0  0,-11.6851  1.01105 -54.1536
4.084,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.084,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.085,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.086,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.088,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.089,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.089,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.097,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.098,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.099,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.1,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.1,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.101,-0  0  0, 1.45352  -1.8421 -34.9697,-4.95017  2.09222 -41.4996,-0  0  0
4.104,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.105,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.114,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.115,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.116,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.117,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.118,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.118,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.119,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.12,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.131,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.132,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.132,-0  0  0, -1.74054 -0.614289  -50.0775,-9.07715  3.17633  -61.898,-0  0  0
4.135,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.136,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.137,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.138,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.138,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.147,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.148,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.149,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.15,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.151,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.151,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.152,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.153,-0  0  0,-4.68682 -2.64052 -47.0417,-10.2813   1.4099 -53.2692,-0  0  0
4.164,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.165,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.166,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.167,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.168,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.169,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.17,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.171,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.181,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.182,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.183,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.184,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.185,-0  0  0,-6.17564 -2.08892 -43.3659,-10.9614  1.75993 -47.5692,-0  0  0
4.188,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.189,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.19,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.198,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.199,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.2,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.201,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.201,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.202,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.203,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.203,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.214,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.215,-0  0  0,-8.43909 0.943511 -34.5211,-9.38321 -1.02265 -41.6304,-0  0  0
4.218,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.219,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.22,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.221,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.222,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.223,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.231,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.232,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.234,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.234,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.235,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.236,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.237,-0  0  0,-9.73569  1.84618  -29.066,-8.84266 -4.50974 -41.0418,-0  0  0
4.24,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.248,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.249,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.25,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.251,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.252,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.253,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.254,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.255,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.265,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.269,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.274,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.279,-0  0  0,-5.30735 -2.30669  -30.387,-10.9769 -3.05772 -47.4283,-0  0  0
4.29,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.292,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.295,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.297,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.298,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.3,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.302,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.304,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.305,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.307,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.308,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.309,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.311,-0  0  0, 1.61444 -7.26831 -28.6422,-11.4943 -3.10044 -58.3798,-0  0  0
4.315,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.316,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.317,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.319,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.32,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.321,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.322,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.324,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.325,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.326,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.327,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.328,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.329,-3.17081  6.05335 -39.5403,-0  0  0,-0  0  0,-7.03631  2.52191 -49.0295
4.332,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.333,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.34,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.342,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.344,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.345,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.346,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.347,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.348,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.348,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.357,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.358,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.359,-5.83613  1.35091 -47.4724,-0  0  0,-0  0  0,-9.74707 -1.92617 -67.6816
4.363,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.364,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.365,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.366,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.366,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.374,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.375,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.376,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.377,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.378,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.379,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.38,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.382,-7.98975  5.15538 -50.2637,-0  0  0,-0  0  0,-10.8603  1.79801 -57.7826
4.39,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.391,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.393,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.394,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.395,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.396,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.397,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.397,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.407,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.408,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.409,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.411,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.411,-9.00521  3.63612 -48.1163,-0  0  0,-0  0  0,-10.9261  1.31823 -52.5809
4.415,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.416,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.417,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.424,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.425,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.426,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.427,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.427,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.428,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.429,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.43,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.441,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.442,-10.7423 0.211682 -40.4509,-0  0  0,-0  0  0,-9.24964   2.9196 -45.7248
4.445, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.446, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.447, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.448, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.449, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.45, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.457, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.458, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.459, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.46, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.461, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.462, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.463, -11.4995 -0.855915  -35.5084,-0  0  0,-0  0  0,-8.42692  4.50043  -43.877
4.466,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.474,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.476,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.477,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.479,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.479,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.48,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.481,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.482,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.491,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.492,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.493,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.494,-9.00067  3.24542  -37.283,-0  0  0,-0  0  0,-9.54684  3.45892  -48.073
4.497,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.498,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.499,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.5,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.507,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.509,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.511,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.512,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.514,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.515,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.516,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.516,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.524,-5.55027  6.43302 -34.7265,-0  0  0,-0  0  0,-9.15958  2.86426  -53.365
4.528,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.529,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.53,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.531,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.532,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.533,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.534,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.541,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.543,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.544,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.545,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.546,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.547,-0  0  0,-4.51459 -5.91518 -41.1829,-8.57753 -2.00079 -50.5832,-0  0  0
4.55,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.55,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.559,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.56,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.561,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.563,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.564,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.566,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.566,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.567,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.574,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.575,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.576,-0  0  0,-8.66357 -1.66612  -49.596,-13.4956  3.44635 -69.5092,-0  0  0
4.58,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.581,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.582,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.583,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.584,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.591,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.592,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.593,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.594,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.595,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
4.596,-0  0  0,-10.5847 -4.00196 -51.1225,-12.7432 -1.42784 -55.3777,-0  0  0
