0,0.0343977
0.002,0.0343974
0.003,0.0343997
0.004,0.0344047
0.005,0.0344125
0.006,0.0344229
0.006,0.0344358
0.016,0.034451
0.017,0.034468
0.017,0.0344858
0.018,0.0345041
0.02,0.0345224
0.021,0.0345403
0.025,0.0345574
0.026,0.0345723
0.032,0.0345852
0.033,0.0345955
0.034,0.0346031
0.035,0.034608
0.036,0.0346102
0.037,0.0346097
0.037,0.0346062
0.038,0.0345998
0.049,0.0345906
0.05,0.0345783
0.051,0.034563
0.054,0.0345448
0.055,0.0345244
0.056,0.0345017
0.057,0.0344767
0.058,0.0344496
0.066,0.0344209
0.067,0.0343906
0.068,0.0343587
0.069,0.0343252
0.07,0.0342901
0.07,0.0342536
0.071,0.0342162
0.072,0.0341781
0.083,0.0341392
0.084,0.0341001
0.085,0.0340606
0.086,0.0340208
0.087,0.0339808
0.088,0.0339407
0.089,0.0339003
0.09,0.0338599
0.1,0.0338195
0.101,0.033779
0.102,0.0337386
0.103,0.0336983
0.104,0.0336581
0.112,0.033618
0.113,0.0335779
0.114,0.0335378
0.116,0.0334977
0.117,0.0334579
0.118,0.0334186
0.119,0.0333798
0.12,0.0333417
0.121,0.0333039
0.122,0.0332665
0.123,0.0332293
0.133,0.0331923
0.134,0.0331552
0.138,0.033118
0.141,0.0330805
0.142,0.0330427
0.143,0.0330044
0.144,0.0329657
0.145,0.0329266
0.151,0.032887
0.152,0.0328469
0.153,0.0328064
0.155,0.0327654
0.157,0.0327239
0.158,0.0326819
0.164,0.0326396
0.168,0.0325968
0.169,0.0325538
0.17,0.0325107
0.171,0.0324675
0.172,0.0324242
0.173,0.0323809
0.174,0.0323376
0.175,0.0322945
0.176,0.0322517
0.185,0.0322093
0.193,0.0321673
0.195,0.0321259
0.197,0.0320853
0.2,0.0320457
0.202,0.0320073
0.203,0.0319705
0.203,0.0319352
0.204,0.0319018
0.205,0.0318705
0.206,0.0318414
0.207,0.0318149
0.208,0.0317906
0.209,0.0317687
0.21,0.0317494
0.211,0.0317325
0.219,0.0317181
0.223,0.0317062
0.224,0.031697
0.226,0.0316903
0.227,0.0316862
0.228,0.0316846
0.229,0.0316851
0.23,0.0316874
0.236,0.03169
0.237,0.0316948
0.238,0.0317003
0.239,0.0317075
0.24,0.0317162
0.243,0.0317262
0.246,0.0317373
0.247,0.0317493
0.252,0.0317621
0.253,0.0317755
0.254,0.0317894
0.255,0.0318035
0.256,0.0318177
0.257,0.0318319
0.257,0.0318461
0.258,0.0318602
0.269,0.0318741
0.27,0.0318883
0.271,0.0319028
0.274,0.0319174
0.275,0.0319323
0.276,0.0319475
0.277,0.0319635
0.278,0.0319803
0.286,0.0319976
0.288,0.0320157
0.289,0.0320344
0.29,0.0320537
0.291,0.0320736
0.292,0.0320941
0.293,0.0321153
0.294,0.0321372
0.302,0.0321597
0.304,0.032183
0.304,0.0322069
0.305,0.0322316
0.306,0.0322572
0.307,0.0322836
0.308,0.032311
0.31,0.0323393
0.325,0.0323687
0.329,0.0323992
0.33,0.0324309
0.331,0.0324637
0.332,0.0324976
0.336,0.0325327
0.337,0.0325688
0.338,0.032606
0.339,0.0326446
0.34,0.0326846
0.341,0.0327263
0.342,0.0327693
0.348,0.0328137
0.349,0.0328593
0.35,0.032906
0.352,0.0329536
0.353,0.0330022
0.354,0.0330515
0.358,0.0331015
0.359,0.0331518
0.36,0.0332022
0.361,0.0332528
0.362,0.0333036
0.363,0.0333545
0.373,0.0334055
0.374,0.0334566
0.375,0.0335079
0.376,0.0335594
0.377,0.033611
0.379,0.0336629
0.38,0.033715
0.384,0.0337674
0.39,0.03382
0.391,0.0338729
0.392,0.0339262
0.393,0.0339799
0.394,0.0340342
0.395,0.0340891
0.397,0.0341447
0.398,0.0342011
0.409,0.0342586
0.41,0.0343171
0.411,0.034377
0.412,0.0344382
0.416,0.0345011
0.418,0.0345654
0.419,0.0346313
0.42,0.0346986
0.426,0.0347675
0.427,0.0348382
0.428,0.0349109
0.43,0.0349854
0.431,0.0350619
0.432,0.0351408
0.433,0.0352223
0.434,0.0353067
0.443,0.0353943
0.446,0.0354854
0.447,0.0355806
0.448,0.0356788
0.449,0.0357798
0.45,0.0358835
0.451,0.0359878
0.452,0.0360919
0.459,0.0361959
0.461,0.0362992
0.462,0.0364
0.463,0.0364982
0.464,0.036595
0.465,0.03669
0.477,0.036783
0.479,0.036874
0.48,0.0369626
0.481,0.0370487
0.482,0.0371322
0.483,0.037213
0.484,0.0372908
0.485,0.0373657
0.486,0.0374376
0.487,0.0375063
0.494,0.0375718
0.495,0.0376342
0.496,0.0376932
0.5,0.0377492
0.501,0.0378027
0.502,0.0378537
0.503,0.0379022
0.504,0.0379483
0.513,0.0379918
0.514,0.0380329
0.515,0.0380715
0.517,0.0381078
0.518,0.0381416
0.519,0.0381736
0.52,0.0382043
0.522,0.0382339
0.534,0.0382625
0.536,0.0382908
0.537,0.0383187
0.544,0.0383463
0.546,0.0383735
0.548,0.0384004
0.55,0.0384271
0.552,0.0384537
0.554,0.03848
0.556,0.0385063
0.559,0.0385325
0.561,0.0385586
0.564,0.0385851
0.568,0.0386124
0.57,0.0386405
0.572,0.0386692
0.573,0.0386984
0.575,0.0387283
0.577,0.0387586
0.579,0.0387895
0.581,0.0388208
0.584,0.0388525
0.585,0.0388846
0.588,0.0389169
0.589,0.0389494
0.591,0.038982
0.595,0.0390147
0.597,0.0390473
0.599,0.0390797
0.6,0.0391119
0.602,0.0391439
0.604,0.0391757
0.606,0.0392071
0.608,0.0392382
0.61,0.039269
0.611,0.0392995
0.614,0.0393296
0.615,0.0393595
0.616,0.039389
0.621,0.0394183
0.624,0.0394473
0.625,0.0394763
0.627,0.0395051
0.629,0.039534
0.631,0.0395629
0.633,0.0395919
0.635,0.0396213
0.636,0.0396511
0.64,0.0396814
0.642,0.0397123
0.644,0.0397437
0.645,0.0397756
0.649,0.0398085
0.651,0.0398426
0.652,0.0398779
0.654,0.0399142
0.657,0.0399517
0.658,0.0399907
0.66,0.0400312
0.662,0.0400735
0.664,0.040118
0.666,0.040165
0.668,0.0402147
0.669,0.0402673
0.674,0.0403233
0.686,0.0403829
0.687,0.0404464
0.688,0.040513
0.689,0.0405819
0.691,0.0406533
0.697,0.0407261
0.698,0.0407981
0.7,0.040869
0.701,0.0409387
0.703,0.041006
0.704,0.0410723
0.706,0.0411371
0.708,0.0412003
0.713,0.0412617
0.716,0.0413209
0.718,0.0413779
0.72,0.0414324
0.722,0.0414843
0.725,0.0415334
0.726,0.0415797
0.728,0.041623
0.73,0.0416632
0.733,0.0417003
0.735,0.0417341
0.737,0.0417647
0.739,0.041792
0.743,0.0418161
0.745,0.0418377
0.747,0.0418566
0.75,0.0418733
0.752,0.0418879
