output_1,output_2,output_3,output_4,output_5,output_6,output_7,output_8,output_9,output_10,output_11,output_12,output_13,output_14,output_15
0.224395,-0.144068,-0.003,0.224285,0.143932,-0.003,-0.155603,-0.144213,-0.003,-0.155713,0.143787,-0.003,0.0,0.0,0.0
0.22436,-0.14407,-0.003,0.22425,0.14393,-0.003,-0.155638,-0.144216,-0.003,-0.155749,0.143784,-0.003,0.0,0.0,0.0
0.224407,-0.144085,-0.003,0.224297,0.143915,-0.003,-0.155591,-0.144231,-0.003,-0.155701,0.143769,-0.003,0.0,0.0,0.0
0.224473,-0.144084,-0.003,0.224365,0.143916,-0.003,-0.155525,-0.144227,-0.003,-0.155633,0.143773,-0.003,0.0,0.0,0.0
0.224539,-0.144082,-0.003,0.224432,0.143918,-0.003,-0.15546,-0.144223,-0.003,-0.155566,0.143777,-0.003,0.0,0.0,0.0
0.224604,-0.144101,-0.003,0.224498,0.143899,-0.003,-0.155394,-0.14424,-0.003,-0.1555,0.14376,-0.003,0.0,0.0,0.0
0.224611,-0.144086,-0.003,0.224502,0.143914,-0.003,-0.155387,-0.14423,-0.003,-0.155496,0.14377,-0.003,0.0,0.0,0.0
0.224626,-0.144086,-0.003,0.224513,0.143914,-0.003,-0.155372,-0.144234,-0.003,-0.155485,0.143766,-0.003,0.0,0.0,0.0
0.224628,-0.144082,-0.003,0.22451,0.143918,-0.003,-0.15537,-0.144238,-0.003,-0.155489,0.143762,-0.003,0.0,0.0,0.0
0.22462,-0.144078,-0.003,0.224495,0.143922,-0.003,-0.155378,-0.144242,-0.003,-0.155503,0.143758,-0.003,0.0,0.0,0.0
0.224602,-0.144073,-0.003,0.22447,0.143927,-0.003,-0.155396,-0.144247,-0.003,-0.155528,0.143753,-0.003,0.0,0.0,0.0
0.224574,-0.144067,-0.003,0.224433,0.143933,-0.003,-0.155424,-0.144253,-0.003,-0.155565,0.143747,-0.003,0.0,0.0,0.0
0.224536,-0.14406,-0.003,0.224385,0.14394,-0.003,-0.155462,-0.144259,-0.003,-0.155613,0.143741,-0.003,0.0,0.0,0.0
0.224462,-0.14406,-0.003,0.224301,0.14394,-0.003,-0.155536,-0.144274,-0.003,-0.155698,0.143726,-0.003,0.0,0.0,0.0
0.224357,-0.144071,-0.003,0.224185,0.143929,-0.003,-0.155642,-0.144297,-0.003,-0.155814,0.143703,-0.003,0.0,0.0,0.0
0.224246,-0.144082,-0.003,0.224065,0.143918,-0.003,-0.155752,-0.144321,-0.003,-0.155934,0.143679,-0.003,0.0,0.0,0.0
0.224131,-0.144095,-0.003,0.223941,0.143905,-0.003,-0.155868,-0.144346,-0.003,-0.156058,0.143654,-0.003,0.0,0.0,0.0
0.224012,-0.144109,-0.003,0.223814,0.143891,-0.003,-0.155987,-0.14437,-0.003,-0.156185,0.14363,-0.003,0.0,0.0,0.0
0.223889,-0.144124,-0.003,0.223683,0.143876,-0.003,-0.15611,-0.144395,-0.003,-0.156316,0.143605,-0.003,0.0,0.0,0.0
0.223791,-0.144171,-0.003,0.223579,0.143829,-0.003,-0.156208,-0.14445,-0.003,-0.15642,0.14355,-0.003,0.0,0.0,0.0
0.223628,-0.144158,-0.003,0.223409,0.143842,-0.003,-0.156371,-0.144446,-0.003,-0.15659,0.143554,-0.003,0.0,0.0,0.0
0.223484,-0.14418,-0.003,0.223258,0.143819,-0.003,-0.156515,-0.144478,-0.003,-0.156741,0.143522,-0.003,0.0,0.0,0.0
0.223363,-0.14417,-0.003,0.223134,0.14383,-0.003,-0.156637,-0.144472,-0.003,-0.156866,0.143528,-0.003,0.0,0.0,0.0
0.223195,-0.144214,-0.003,0.222959,0.143785,-0.003,-0.156805,-0.144526,-0.003,-0.157041,0.143474,-0.003,0.0,0.0,0.0
0.223035,-0.144223,-0.003,0.222791,0.143777,-0.003,-0.156965,-0.144544,-0.003,-0.157209,0.143456,-0.003,0.0,0.0,0.0
0.222892,-0.144244,-0.003,0.222641,0.143755,-0.003,-0.157108,-0.144575,-0.003,-0.157359,0.143424,-0.003,0.0,0.0,0.0
0.222767,-0.14426,-0.003,0.22251,0.14374,-0.003,-0.157233,-0.1446,-0.003,-0.15749,0.1434,-0.003,0.0,0.0,0.0
0.222661,-0.144283,-0.003,0.222397,0.143717,-0.003,-0.157339,-0.144631,-0.003,-0.157603,0.143369,-0.003,0.0,0.0,0.0
0.222552,-0.1443,-0.003,0.222282,0.1437,-0.003,-0.157448,-0.144656,-0.003,-0.157718,0.143344,-0.003,0.0,0.0,0.0
0.222483,-0.144318,-0.003,0.222208,0.143682,-0.003,-0.157517,-0.14468,-0.003,-0.157791,0.14332,-0.003,0.0,0.0,0.0
0.222412,-0.144337,-0.003,0.222133,0.143662,-0.003,-0.157588,-0.144705,-0.003,-0.157867,0.143295,-0.003,0.0,0.0,0.0
0.222337,-0.144358,-0.003,0.222056,0.143641,-0.003,-0.157663,-0.14473,-0.003,-0.157944,0.14327,-0.003,0.0,0.0,0.0
0.22226,-0.144381,-0.003,0.221976,0.143619,-0.003,-0.15774,-0.144755,-0.003,-0.158023,0.143244,-0.003,0.0,0.0,0.0
0.22218,-0.144405,-0.003,0.221896,0.143595,-0.003,-0.157819,-0.144781,-0.003,-0.158104,0.143219,-0.003,0.0,0.0,0.0
0.222098,-0.144423,-0.003,0.221813,0.143577,-0.003,-0.157901,-0.1448,-0.003,-0.158186,0.1432,-0.003,0.0,0.0,0.0
0.222015,-0.144454,-0.003,0.22173,0.143545,-0.003,-0.157985,-0.144831,-0.003,-0.15827,0.143169,-0.003,0.0,0.0,0.0
0.221973,-0.144475,-0.003,0.221689,0.143525,-0.003,-0.158026,-0.144851,-0.003,-0.158311,0.143149,-0.003,0.0,0.0,0.0
0.221931,-0.144507,-0.003,0.221647,0.143492,-0.003,-0.158069,-0.144882,-0.003,-0.158352,0.143118,-0.003,0.0,0.0,0.0
0.221886,-0.144527,-0.003,0.221603,0.143473,-0.003,-0.158114,-0.1449,-0.003,-0.158396,0.1431,-0.003,0.0,0.0,0.0
0.221847,-0.144549,-0.003,0.221566,0.143451,-0.003,-0.158153,-0.144919,-0.003,-0.158433,0.14308,-0.003,0.0,0.0,0.0
0.221814,-0.144573,-0.003,0.221535,0.143427,-0.003,-0.158185,-0.144941,-0.003,-0.158464,0.143059,-0.003,0.0,0.0,0.0
0.221779,-0.144597,-0.003,0.221502,0.143402,-0.003,-0.15822,-0.144964,-0.003,-0.158497,0.143036,-0.003,0.0,0.0,0.0
0.221744,-0.14463,-0.003,0.221468,0.14337,-0.003,-0.158255,-0.144995,-0.003,-0.158531,0.143005,-0.003,0.0,0.0,0.0
0.221709,-0.144659,-0.003,0.221434,0.143341,-0.003,-0.15829,-0.145023,-0.003,-0.158565,0.142977,-0.003,0.0,0.0,0.0
0.221672,-0.144701,-0.003,0.221398,0.143299,-0.003,-0.158327,-0.145063,-0.003,-0.158601,0.142937,-0.003,0.0,0.0,0.0
0.221634,-0.144732,-0.003,0.221362,0.143268,-0.003,-0.158365,-0.145092,-0.003,-0.158637,0.142908,-0.003,0.0,0.0,0.0
0.221595,-0.144769,-0.003,0.221324,0.14323,-0.003,-0.158404,-0.145128,-0.003,-0.158675,0.142872,-0.003,0.0,0.0,0.0
0.221555,-0.144807,-0.003,0.221285,0.143192,-0.003,-0.158444,-0.145165,-0.003,-0.158714,0.142835,-0.003,0.0,0.0,0.0
0.221514,-0.144853,-0.003,0.221245,0.143146,-0.003,-0.158485,-0.145209,-0.003,-0.158754,0.142791,-0.003,0.0,0.0,0.0
0.22147,-0.144886,-0.003,0.221203,0.143113,-0.003,-0.158529,-0.14524,-0.003,-0.158796,0.14276,-0.003,0.0,0.0,0.0
0.221425,-0.144934,-0.003,0.22116,0.143066,-0.003,-0.158574,-0.145285,-0.003,-0.158839,0.142714,-0.003,0.0,0.0,0.0
0.221378,-0.144969,-0.003,0.221115,0.14303,-0.003,-0.158621,-0.145318,-0.003,-0.158884,0.142681,-0.003,0.0,0.0,0.0
0.221329,-0.145013,-0.003,0.221068,0.142986,-0.003,-0.15867,-0.145359,-0.003,-0.158931,0.14264,-0.003,0.0,0.0,0.0
0.221275,-0.145059,-0.003,0.221016,0.142941,-0.003,-0.158724,-0.145403,-0.003,-0.158983,0.142597,-0.003,0.0,0.0,0.0
0.221235,-0.145098,-0.003,0.220977,0.142901,-0.003,-0.158764,-0.14544,-0.003,-0.159022,0.142559,-0.003,0.0,0.0,0.0
0.221226,-0.145146,-0.003,0.220969,0.142854,-0.003,-0.158773,-0.145486,-0.003,-0.159029,0.142513,-0.003,0.0,0.0,0.0
0.22123,-0.145195,-0.003,0.220975,0.142804,-0.003,-0.158768,-0.145534,-0.003,-0.159024,0.142465,-0.003,0.0,0.0,0.0
0.221232,-0.145239,-0.003,0.220977,0.14276,-0.003,-0.158767,-0.145577,-0.003,-0.159021,0.142422,-0.003,0.0,0.0,0.0
0.221231,-0.145289,-0.003,0.220976,0.14271,-0.003,-0.158768,-0.145627,-0.003,-0.159023,0.142372,-0.003,0.0,0.0,0.0
0.221226,-0.145341,-0.003,0.220972,0.142658,-0.003,-0.158773,-0.145679,-0.003,-0.159027,0.14232,-0.003,0.0,0.0,0.0
0.221219,-0.145387,-0.003,0.220964,0.142612,-0.003,-0.15878,-0.145726,-0.003,-0.159035,0.142273,-0.003,0.0,0.0,0.0
0.221209,-0.145447,-0.003,0.220954,0.142552,-0.003,-0.15879,-0.145786,-0.003,-0.159045,0.142213,-0.003,0.0,0.0,0.0
0.221195,-0.145495,-0.003,0.220941,0.142504,-0.003,-0.158803,-0.145833,-0.003,-0.159058,0.142166,-0.003,0.0,0.0,0.0
0.22118,-0.145545,-0.003,0.220926,0.142454,-0.003,-0.158819,-0.145882,-0.003,-0.159073,0.142116,-0.003,0.0,0.0,0.0
0.221162,-0.145601,-0.003,0.220908,0.142397,-0.003,-0.158836,-0.145939,-0.003,-0.15909,0.14206,-0.003,0.0,0.0,0.0
0.221139,-0.145653,-0.003,0.220885,0.142346,-0.003,-0.15886,-0.14599,-0.003,-0.159114,0.142008,-0.003,0.0,0.0,0.0
0.221109,-0.145711,-0.003,0.220856,0.142287,-0.003,-0.15889,-0.146048,-0.003,-0.159143,0.14195,-0.003,0.0,0.0,0.0
0.221078,-0.14577,-0.003,0.220825,0.142228,-0.003,-0.158921,-0.146107,-0.003,-0.159174,0.141892,-0.003,0.0,0.0,0.0
0.221046,-0.145824,-0.003,0.220793,0.142174,-0.003,-0.158953,-0.14616,-0.003,-0.159205,0.141838,-0.003,0.0,0.0,0.0
0.221012,-0.145885,-0.003,0.220761,0.142113,-0.003,-0.158987,-0.14622,-0.003,-0.159238,0.141778,-0.003,0.0,0.0,0.0
0.220978,-0.145942,-0.003,0.220727,0.142056,-0.003,-0.159021,-0.146275,-0.003,-0.159272,0.141722,-0.003,0.0,0.0,0.0
0.220943,-0.146005,-0.003,0.220694,0.141993,-0.003,-0.159056,-0.146338,-0.003,-0.159305,0.14166,-0.003,0.0,0.0,0.0
0.220909,-0.14607,-0.003,0.22066,0.141928,-0.003,-0.15909,-0.146401,-0.003,-0.159339,0.141596,-0.003,0.0,0.0,0.0
0.220874,-0.146129,-0.003,0.220627,0.141868,-0.003,-0.159125,-0.146459,-0.003,-0.159372,0.141538,-0.003,0.0,0.0,0.0
0.22084,-0.146197,-0.003,0.220594,0.1418,-0.003,-0.159159,-0.146524,-0.003,-0.159405,0.141473,-0.003,0.0,0.0,0.0
0.220806,-0.146259,-0.003,0.220563,0.141738,-0.003,-0.159193,-0.146584,-0.003,-0.159436,0.141413,-0.003,0.0,0.0,0.0
0.220774,-0.146328,-0.003,0.220532,0.141668,-0.003,-0.159225,-0.146651,-0.003,-0.159467,0.141346,-0.003,0.0,0.0,0.0
0.220743,-0.146394,-0.003,0.220504,0.141603,-0.003,-0.159256,-0.146713,-0.003,-0.159495,0.141284,-0.003,0.0,0.0,0.0
0.220714,-0.146463,-0.003,0.220477,0.141533,-0.003,-0.159285,-0.146779,-0.003,-0.159522,0.141217,-0.003,0.0,0.0,0.0
0.220686,-0.146532,-0.003,0.220453,0.141464,-0.003,-0.159313,-0.146844,-0.003,-0.159547,0.141152,-0.003,0.0,0.0,0.0
0.220661,-0.146595,-0.003,0.22043,0.141401,-0.003,-0.159338,-0.146904,-0.003,-0.159569,0.141092,-0.003,0.0,0.0,0.0
0.220638,-0.146667,-0.003,0.22041,0.141328,-0.003,-0.159361,-0.146973,-0.003,-0.159589,0.141023,-0.003,0.0,0.0,0.0
0.220619,-0.146732,-0.003,0.220393,0.141263,-0.003,-0.15938,-0.147033,-0.003,-0.159606,0.140962,-0.003,0.0,0.0,0.0
0.220602,-0.146806,-0.003,0.22038,0.141189,-0.003,-0.159397,-0.147104,-0.003,-0.15962,0.140891,-0.003,0.0,0.0,0.0
0.220589,-0.146876,-0.003,0.22037,0.141119,-0.003,-0.15941,-0.147169,-0.003,-0.15963,0.140826,-0.003,0.0,0.0,0.0
0.220581,-0.146949,-0.003,0.220365,0.141046,-0.003,-0.159418,-0.147238,-0.003,-0.159634,0.140757,-0.003,0.0,0.0,0.0
0.220577,-0.14702,-0.003,0.220364,0.140974,-0.003,-0.159423,-0.147304,-0.003,-0.159635,0.14069,-0.003,0.0,0.0,0.0
0.220578,-0.147099,-0.003,0.220368,0.140895,-0.003,-0.159422,-0.147378,-0.003,-0.159631,0.140615,-0.003,0.0,0.0,0.0
0.220584,-0.147172,-0.003,0.220378,0.140821,-0.003,-0.159416,-0.147447,-0.003,-0.159622,0.140546,-0.003,0.0,0.0,0.0
0.220597,-0.147249,-0.003,0.220394,0.140744,-0.003,-0.159403,-0.147519,-0.003,-0.159605,0.140474,-0.003,0.0,0.0,0.0
0.220629,-0.147348,-0.003,0.22043,0.140645,-0.003,-0.159371,-0.147613,-0.003,-0.15957,0.14038,-0.003,0.0,0.0,0.0
0.220635,-0.147406,-0.003,0.220439,0.140586,-0.003,-0.159364,-0.147668,-0.003,-0.15956,0.140325,-0.003,0.0,0.0,0.0
0.220661,-0.147485,-0.003,0.220467,0.140507,-0.003,-0.159338,-0.147743,-0.003,-0.159533,0.140248,-0.003,0.0,0.0,0.0
0.220704,-0.147559,-0.003,0.220512,0.140433,-0.003,-0.159296,-0.147815,-0.003,-0.159488,0.140177,-0.003,0.0,0.0,0.0
0.220752,-0.147637,-0.003,0.220562,0.140354,-0.003,-0.159247,-0.14789,-0.003,-0.159438,0.1401,-0.003,0.0,0.0,0.0
0.22081,-0.147704,-0.003,0.220622,0.140286,-0.003,-0.159189,-0.147954,-0.003,-0.159378,0.140036,-0.003,0.0,0.0,0.0
0.220875,-0.147788,-0.003,0.220689,0.140202,-0.003,-0.159125,-0.148035,-0.003,-0.159311,0.139955,-0.003,0.0,0.0,0.0
0.220948,-0.147861,-0.003,0.220763,0.140129,-0.003,-0.159052,-0.148104,-0.003,-0.159237,0.139885,-0.003,0.0,0.0,0.0
0.221026,-0.147937,-0.003,0.220843,0.140052,-0.003,-0.158974,-0.148178,-0.003,-0.159157,0.139811,-0.003,0.0,0.0,0.0
0.221073,-0.148025,-0.003,0.220891,0.139963,-0.003,-0.158927,-0.148264,-0.003,-0.159109,0.139725,-0.003,0.0,0.0,0.0
0.221129,-0.148114,-0.003,0.220947,0.139874,-0.003,-0.158871,-0.148352,-0.003,-0.159053,0.139636,-0.003,0.0,0.0,0.0
0.221192,-0.1482,-0.003,0.221009,0.139787,-0.003,-0.158808,-0.148437,-0.003,-0.158991,0.13955,-0.003,0.0,0.0,0.0
0.221266,-0.148279,-0.003,0.221082,0.139707,-0.003,-0.158733,-0.148517,-0.003,-0.158917,0.139469,-0.003,0.0,0.0,0.0
0.221348,-0.148377,-0.003,0.221163,0.139609,-0.003,-0.158651,-0.148616,-0.003,-0.158837,0.13937,-0.003,0.0,0.0,0.0
0.221424,-0.148454,-0.003,0.221236,0.139531,-0.003,-0.158575,-0.148695,-0.003,-0.158763,0.13929,-0.003,0.0,0.0,0.0
0.221474,-0.148536,-0.003,0.221282,0.139449,-0.003,-0.158525,-0.148781,-0.003,-0.158717,0.139204,-0.003,0.0,0.0,0.0
0.221506,-0.148598,-0.003,0.221306,0.139386,-0.003,-0.158492,-0.148853,-0.003,-0.158693,0.139131,-0.003,0.0,0.0,0.0
0.221612,-0.14858,-0.003,0.221402,0.139404,-0.003,-0.158386,-0.148846,-0.003,-0.158597,0.139137,-0.003,0.0,0.0,0.0
0.221692,-0.148579,-0.003,0.221479,0.139405,-0.003,-0.158306,-0.14885,-0.003,-0.158519,0.139134,-0.003,0.0,0.0,0.0
0.221763,-0.148584,-0.003,0.221549,0.139402,-0.003,-0.158235,-0.148857,-0.003,-0.158449,0.139129,-0.003,0.0,0.0,0.0
0.221861,-0.148759,-0.003,0.221654,0.139228,-0.003,-0.158138,-0.149023,-0.003,-0.158345,0.138965,-0.003,0.0,0.0,0.0
0.221888,-0.148791,-0.003,0.221696,0.139198,-0.003,-0.158111,-0.149036,-0.003,-0.158303,0.138953,-0.003,0.0,0.0,0.0
0.221961,-0.148818,-0.003,0.221784,0.139172,-0.003,-0.158038,-0.149042,-0.003,-0.158214,0.138947,-0.003,0.0,0.0,0.0
0.222032,-0.148847,-0.003,0.221871,0.139142,-0.003,-0.157967,-0.149052,-0.003,-0.158128,0.138938,-0.003,0.0,0.0,0.0
0.222098,-0.148881,-0.003,0.221954,0.139109,-0.003,-0.157901,-0.149063,-0.003,-0.158045,0.138926,-0.003,0.0,0.0,0.0
0.222162,-0.14891,-0.003,0.222035,0.139079,-0.003,-0.157837,-0.14907,-0.003,-0.157964,0.138919,-0.003,0.0,0.0,0.0
0.222222,-0.148943,-0.003,0.222113,0.139047,-0.003,-0.157777,-0.149079,-0.003,-0.157886,0.138911,-0.003,0.0,0.0,0.0
0.222281,-0.14898,-0.003,0.222191,0.13901,-0.003,-0.157718,-0.149091,-0.003,-0.157808,0.138898,-0.003,0.0,0.0,0.0
0.222341,-0.149021,-0.003,0.222269,0.138968,-0.003,-0.157658,-0.149109,-0.003,-0.15773,0.138881,-0.003,0.0,0.0,0.0
0.222397,-0.149062,-0.003,0.222343,0.138927,-0.003,-0.157602,-0.149126,-0.003,-0.157656,0.138863,-0.003,0.0,0.0,0.0
0.22247,-0.149109,-0.003,0.222433,0.13888,-0.003,-0.157529,-0.149151,-0.003,-0.157566,0.138838,-0.003,0.0,0.0,0.0
0.222561,-0.149153,-0.003,0.222539,0.138835,-0.003,-0.157438,-0.149177,-0.003,-0.157461,0.138812,-0.003,0.0,0.0,0.0
0.222649,-0.149196,-0.003,0.22264,0.138792,-0.003,-0.157351,-0.149202,-0.003,-0.15736,0.138786,-0.003,0.0,0.0,0.0
0.222734,-0.149236,-0.003,0.222735,0.138751,-0.003,-0.157265,-0.149229,-0.003,-0.157264,0.138759,-0.003,0.0,0.0,0.0
0.222857,-0.149271,-0.003,0.222868,0.138716,-0.003,-0.157142,-0.149252,-0.003,-0.157132,0.138735,-0.003,0.0,0.0,0.0
0.222979,-0.149305,-0.003,0.222996,0.138682,-0.003,-0.157021,-0.149276,-0.003,-0.157003,0.138711,-0.003,0.0,0.0,0.0
0.223098,-0.149336,-0.003,0.223122,0.13865,-0.003,-0.156902,-0.1493,-0.003,-0.156878,0.138687,-0.003,0.0,0.0,0.0
0.223215,-0.14936,-0.003,0.223243,0.138626,-0.003,-0.156784,-0.149319,-0.003,-0.156756,0.138668,-0.003,0.0,0.0,0.0
0.22333,-0.149387,-0.003,0.22336,0.138599,-0.003,-0.156669,-0.149343,-0.003,-0.15664,0.138643,-0.003,0.0,0.0,0.0
0.223445,-0.149416,-0.003,0.223474,0.138569,-0.003,-0.156555,-0.149373,-0.003,-0.156525,0.138612,-0.003,0.0,0.0,0.0
0.223554,-0.149446,-0.003,0.223582,0.138539,-0.003,-0.156446,-0.149406,-0.003,-0.156418,0.13858,-0.003,0.0,0.0,0.0
0.223657,-0.149468,-0.003,0.223682,0.138517,-0.003,-0.156343,-0.149431,-0.003,-0.156318,0.138553,-0.003,0.0,0.0,0.0
0.223759,-0.149496,-0.003,0.223781,0.138488,-0.003,-0.156241,-0.149464,-0.003,-0.156219,0.138521,-0.003,0.0,0.0,0.0
0.22386,-0.149517,-0.003,0.223879,0.138468,-0.003,-0.15614,-0.149489,-0.003,-0.156121,0.138495,-0.003,0.0,0.0,0.0
0.223959,-0.149543,-0.003,0.223975,0.138441,-0.003,-0.15604,-0.14952,-0.003,-0.156025,0.138463,-0.003,0.0,0.0,0.0
0.224058,-0.149563,-0.003,0.22407,0.13842,-0.003,-0.155942,-0.149545,-0.003,-0.15593,0.138438,-0.003,0.0,0.0,0.0
0.224156,-0.149589,-0.003,0.224165,0.138394,-0.003,-0.155844,-0.149576,-0.003,-0.155835,0.138407,-0.003,0.0,0.0,0.0
0.224254,-0.149608,-0.003,0.224259,0.138375,-0.003,-0.155746,-0.149599,-0.003,-0.155741,0.138383,-0.003,0.0,0.0,0.0
0.224351,-0.149632,-0.003,0.224353,0.138351,-0.003,-0.155649,-0.149629,-0.003,-0.155647,0.138353,-0.003,0.0,0.0,0.0
0.224448,-0.149656,-0.003,0.224446,0.138326,-0.003,-0.155552,-0.149659,-0.003,-0.155554,0.138323,-0.003,0.0,0.0,0.0
0.224545,-0.149679,-0.003,0.224539,0.138302,-0.003,-0.155455,-0.149687,-0.003,-0.155461,0.138294,-0.003,0.0,0.0,0.0
0.224641,-0.149696,-0.003,0.224632,0.138285,-0.003,-0.155359,-0.149709,-0.003,-0.155368,0.138272,-0.003,0.0,0.0,0.0
0.224738,-0.149719,-0.003,0.224725,0.138261,-0.003,-0.155262,-0.149738,-0.003,-0.155275,0.138243,-0.003,0.0,0.0,0.0
0.22483,-0.149742,-0.003,0.224815,0.138238,-0.003,-0.15517,-0.149765,-0.003,-0.155185,0.138215,-0.003,0.0,0.0,0.0
0.224919,-0.149765,-0.003,0.2249,0.138215,-0.003,-0.155081,-0.149792,-0.003,-0.1551,0.138188,-0.003,0.0,0.0,0.0
0.225007,-0.149781,-0.003,0.224986,0.138198,-0.003,-0.154993,-0.149812,-0.003,-0.155014,0.138168,-0.003,0.0,0.0,0.0
0.225095,-0.149803,-0.003,0.225072,0.138176,-0.003,-0.154905,-0.149838,-0.003,-0.154928,0.138141,-0.003,0.0,0.0,0.0
0.225184,-0.149826,-0.003,0.225158,0.138153,-0.003,-0.154816,-0.149865,-0.003,-0.154842,0.138114,-0.003,0.0,0.0,0.0
0.225272,-0.149848,-0.003,0.225244,0.138131,-0.003,-0.154727,-0.14989,-0.003,-0.154755,0.138088,-0.003,0.0,0.0,0.0
0.225361,-0.14987,-0.003,0.225331,0.138108,-0.003,-0.154639,-0.149915,-0.003,-0.154669,0.138063,-0.003,0.0,0.0,0.0
0.225448,-0.149892,-0.003,0.225418,0.138086,-0.003,-0.154551,-0.149939,-0.003,-0.154582,0.138039,-0.003,0.0,0.0,0.0
0.225536,-0.149914,-0.003,0.225505,0.138064,-0.003,-0.154464,-0.149962,-0.003,-0.154495,0.138015,-0.003,0.0,0.0,0.0
0.225623,-0.149936,-0.003,0.225592,0.138041,-0.003,-0.154377,-0.149985,-0.003,-0.154408,0.137992,-0.003,0.0,0.0,0.0
0.225709,-0.149958,-0.003,0.225678,0.138019,-0.003,-0.15429,-0.150008,-0.003,-0.154321,0.137969,-0.003,0.0,0.0,0.0
0.225794,-0.14998,-0.003,0.225764,0.137996,-0.003,-0.154205,-0.15003,-0.003,-0.154235,0.137947,-0.003,0.0,0.0,0.0
0.225878,-0.150002,-0.003,0.22585,0.137974,-0.003,-0.154121,-0.150051,-0.003,-0.154149,0.137925,-0.003,0.0,0.0,0.0
0.225956,-0.150025,-0.003,0.225929,0.137951,-0.003,-0.154043,-0.150072,-0.003,-0.15407,0.137904,-0.003,0.0,0.0,0.0
0.226056,-0.150048,-0.003,0.226031,0.137928,-0.003,-0.153942,-0.150094,-0.003,-0.153968,0.137882,-0.003,0.0,0.0,0.0
0.226168,-0.15007,-0.003,0.226144,0.137906,-0.003,-0.15383,-0.150115,-0.003,-0.153854,0.137861,-0.003,0.0,0.0,0.0
0.226294,-0.15009,-0.003,0.226273,0.137884,-0.003,-0.153704,-0.150134,-0.003,-0.153725,0.137841,-0.003,0.0,0.0,0.0
0.226418,-0.150111,-0.003,0.2264,0.137863,-0.003,-0.15358,-0.150152,-0.003,-0.153598,0.137822,-0.003,0.0,0.0,0.0
0.22654,-0.150132,-0.003,0.226525,0.137842,-0.003,-0.153457,-0.15017,-0.003,-0.153473,0.137804,-0.003,0.0,0.0,0.0
0.22666,-0.150153,-0.003,0.226648,0.137821,-0.003,-0.153337,-0.150187,-0.003,-0.153349,0.137786,-0.003,0.0,0.0,0.0
0.226778,-0.150174,-0.003,0.22677,0.137799,-0.003,-0.153219,-0.150204,-0.003,-0.153228,0.137769,-0.003,0.0,0.0,0.0
0.226894,-0.150195,-0.003,0.22689,0.137778,-0.003,-0.153103,-0.150221,-0.003,-0.153107,0.137752,-0.003,0.0,0.0,0.0
0.227009,-0.150216,-0.003,0.227009,0.137757,-0.003,-0.152988,-0.150237,-0.003,-0.152988,0.137735,-0.003,0.0,0.0,0.0
0.227122,-0.150235,-0.003,0.227126,0.137737,-0.003,-0.152874,-0.150253,-0.003,-0.152871,0.137719,-0.003,0.0,0.0,0.0
0.227235,-0.150254,-0.003,0.227241,0.137718,-0.003,-0.152761,-0.150269,-0.003,-0.152755,0.137702,-0.003,0.0,0.0,0.0
0.227347,-0.150272,-0.003,0.227356,0.137699,-0.003,-0.152648,-0.150286,-0.003,-0.15264,0.137685,-0.003,0.0,0.0,0.0
0.227448,-0.150297,-0.003,0.227457,0.137675,-0.003,-0.152548,-0.15031,-0.003,-0.152538,0.137661,-0.003,0.0,0.0,0.0
0.227536,-0.150315,-0.003,0.227547,0.137656,-0.003,-0.152459,-0.150328,-0.003,-0.152448,0.137643,-0.003,0.0,0.0,0.0
0.227624,-0.150334,-0.003,0.227637,0.137637,-0.003,-0.15237,-0.150345,-0.003,-0.152358,0.137625,-0.003,0.0,0.0,0.0
0.227713,-0.150352,-0.003,0.227727,0.137618,-0.003,-0.152282,-0.150363,-0.003,-0.152267,0.137608,-0.003,0.0,0.0,0.0
0.227801,-0.150371,-0.003,0.227817,0.137599,-0.003,-0.152193,-0.15038,-0.003,-0.152177,0.13759,-0.003,0.0,0.0,0.0
0.227891,-0.150389,-0.003,0.227909,0.137581,-0.003,-0.152103,-0.150398,-0.003,-0.152085,0.137572,-0.003,0.0,0.0,0.0
0.227981,-0.150407,-0.003,0.228001,0.137562,-0.003,-0.152012,-0.150415,-0.003,-0.151992,0.137554,-0.003,0.0,0.0,0.0
0.228073,-0.150426,-0.003,0.228094,0.137543,-0.003,-0.15192,-0.150432,-0.003,-0.151898,0.137537,-0.003,0.0,0.0,0.0
0.228166,-0.150444,-0.003,0.22819,0.137525,-0.003,-0.151826,-0.150449,-0.003,-0.151802,0.137519,-0.003,0.0,0.0,0.0
0.228262,-0.150462,-0.003,0.228287,0.137506,-0.003,-0.15173,-0.150467,-0.003,-0.151704,0.137502,-0.003,0.0,0.0,0.0
0.228358,-0.150483,-0.003,0.228385,0.137485,-0.003,-0.151633,-0.150487,-0.003,-0.151606,0.137482,-0.003,0.0,0.0,0.0
0.228459,-0.150493,-0.003,0.228487,0.137475,-0.003,-0.151531,-0.150497,-0.003,-0.151503,0.137471,-0.003,0.0,0.0,0.0
0.228561,-0.150518,-0.003,0.22859,0.13745,-0.003,-0.151428,-0.150522,-0.003,-0.151399,0.137445,-0.003,0.0,0.0,0.0
0.228659,-0.150528,-0.003,0.228688,0.137439,-0.003,-0.151329,-0.150534,-0.003,-0.151301,0.137433,-0.003,0.0,0.0,0.0
