output_1,output_2,output_3,output_4,output_5,output_6,output_7,output_8,output_9,output_10,output_11,output_12,output_13,output_14,output_15
1.80475,-0.0761128,0.307,1.77518,0.207769,0.307,1.4188,-0.108171,0.307,1.4004,0.180083,0.307,0.0498445,0.00389866,-0.000571341
1.80498,-0.0760001,0.307,1.77531,0.207866,0.307,1.41893,-0.108062,0.307,1.40064,0.180207,0.307,0.0498445,0.00389716,-0.000580245
1.80521,-0.0758862,0.307,1.77545,0.207964,0.307,1.41907,-0.107951,0.307,1.40088,0.180332,0.307,0.0498445,0.00389554,-0.00058953
1.80544,-0.0757709,0.307,1.7756,0.208063,0.307,1.4192,-0.107837,0.307,1.40112,0.18046,0.307,0.0498446,0.0038938,-0.000599215
1.80568,-0.0756481,0.307,1.77574,0.20817,0.307,1.41934,-0.107716,0.307,1.40137,0.180596,0.307,0.0498446,0.00389202,-0.000609319
1.80592,-0.075531,0.307,1.77589,0.208272,0.307,1.41948,-0.107599,0.307,1.40161,0.180727,0.307,0.0498446,0.00389009,-0.0006196
1.80616,-0.0754133,0.307,1.77604,0.208374,0.307,1.41962,-0.10748,0.307,1.40186,0.18086,0.307,0.0498446,0.00388799,-0.000630008
1.80642,-0.0752958,0.307,1.77621,0.208476,0.307,1.41978,-0.10736,0.307,1.40213,0.180995,0.307,0.0498447,0.00388571,-0.000640519
1.80669,-0.0751777,0.307,1.7764,0.208579,0.307,1.41995,-0.107237,0.307,1.40241,0.181132,0.307,0.0498447,0.00388323,-0.000651176
1.80701,-0.0750633,0.307,1.77663,0.208679,0.307,1.42017,-0.107118,0.307,1.40275,0.181265,0.307,0.0498448,0.00388068,-0.000661919
1.80729,-0.0749459,0.307,1.77683,0.208781,0.307,1.42036,-0.106996,0.307,1.40304,0.181401,0.307,0.0498448,0.00387819,-0.000672788
1.80762,-0.0748295,0.307,1.77707,0.208882,0.307,1.42058,-0.106876,0.307,1.40338,0.181535,0.307,0.0498449,0.00387581,-0.000683822
1.80792,-0.074711,0.307,1.77728,0.208985,0.307,1.42079,-0.106755,0.307,1.40369,0.18167,0.307,0.0498449,0.00387351,-0.000695066
1.80823,-0.0745917,0.307,1.7775,0.209089,0.307,1.42099,-0.106634,0.307,1.40401,0.181806,0.307,0.0498449,0.00387132,-0.000706491
1.80853,-0.0744715,0.307,1.77771,0.209193,0.307,1.4212,-0.106512,0.307,1.40432,0.181941,0.307,0.0498449,0.0038692,-0.000718138
1.80884,-0.0743506,0.307,1.77793,0.209298,0.307,1.4214,-0.10639,0.307,1.40464,0.182077,0.307,0.0498449,0.00386713,-0.000730005
1.80912,-0.0742277,0.307,1.77812,0.209405,0.307,1.42159,-0.106266,0.307,1.40493,0.182214,0.307,0.0498449,0.00386508,-0.00074216
,,,,,,,,,,,,,,
0.224396,-0.144068,-0.003,0.224286,0.143932,-0.003,-0.155602,-0.144213,-0.003,-0.155713,0.143787,-0.003,0.0,0.0,0.0
0.224368,-0.14407,-0.003,0.224258,0.14393,-0.003,-0.15563,-0.144216,-0.003,-0.15574,0.143784,-0.003,0.0,0.0,0.0
0.224431,-0.144085,-0.003,0.224321,0.143915,-0.003,-0.155567,-0.144231,-0.003,-0.155677,0.143769,-0.003,0.0,0.0,0.0
0.224512,-0.144084,-0.003,0.224404,0.143916,-0.003,-0.155486,-0.144227,-0.003,-0.155594,0.143773,-0.003,0.0,0.0,0.0
0.224592,-0.144082,-0.003,0.224486,0.143918,-0.003,-0.155406,-0.144222,-0.003,-0.155513,0.143778,-0.003,0.0,0.0,0.0
0.224651,-0.1441,-0.003,0.224545,0.1439,-0.003,-0.155347,-0.14424,-0.003,-0.155453,0.14376,-0.003,0.0,0.0,0.0
0.224701,-0.144104,-0.003,0.224593,0.143896,-0.003,-0.155297,-0.144248,-0.003,-0.155406,0.143752,-0.003,0.0,0.0,0.0
0.224727,-0.144092,-0.003,0.224613,0.143908,-0.003,-0.155271,-0.144242,-0.003,-0.155385,0.143758,-0.003,0.0,0.0,0.0
0.22474,-0.144089,-0.003,0.22462,0.143911,-0.003,-0.155258,-0.144247,-0.003,-0.155378,0.143753,-0.003,0.0,0.0,0.0
0.224742,-0.144085,-0.003,0.224615,0.143915,-0.003,-0.155256,-0.144253,-0.003,-0.155384,0.143746,-0.003,0.0,0.0,0.0
0.224733,-0.14408,-0.003,0.224597,0.14392,-0.003,-0.155265,-0.14426,-0.003,-0.155401,0.14374,-0.003,0.0,0.0,0.0
0.224714,-0.144079,-0.003,0.224568,0.14392,-0.003,-0.155284,-0.144272,-0.003,-0.15543,0.143728,-0.003,0.0,0.0,0.0
0.224682,-0.144071,-0.003,0.224525,0.143929,-0.003,-0.155316,-0.144278,-0.003,-0.155473,0.143722,-0.003,0.0,0.0,0.0
0.224612,-0.14407,-0.003,0.224443,0.14393,-0.003,-0.155386,-0.144293,-0.003,-0.155555,0.143707,-0.003,0.0,0.0,0.0
0.224508,-0.144079,-0.003,0.224327,0.143921,-0.003,-0.155491,-0.144317,-0.003,-0.155672,0.143683,-0.003,0.0,0.0,0.0
0.224397,-0.14409,-0.003,0.224206,0.14391,-0.003,-0.155602,-0.144342,-0.003,-0.155793,0.143658,-0.003,0.0,0.0,0.0
0.224281,-0.144102,-0.003,0.22408,0.143898,-0.003,-0.155718,-0.144367,-0.003,-0.155919,0.143633,-0.003,0.0,0.0,0.0
0.22416,-0.144115,-0.003,0.22395,0.143885,-0.003,-0.155839,-0.144392,-0.003,-0.156049,0.143607,-0.003,0.0,0.0,0.0
0.224034,-0.14413,-0.003,0.223815,0.14387,-0.003,-0.155965,-0.144418,-0.003,-0.156183,0.143582,-0.003,0.0,0.0,0.0
0.223903,-0.144146,-0.003,0.223677,0.143854,-0.003,-0.156096,-0.144444,-0.003,-0.156322,0.143556,-0.003,0.0,0.0,0.0
0.223768,-0.144157,-0.003,0.223535,0.143843,-0.003,-0.156231,-0.144464,-0.003,-0.156464,0.143536,-0.003,0.0,0.0,0.0
0.22366,-0.144209,-0.003,0.223425,0.143791,-0.003,-0.156339,-0.14452,-0.003,-0.156575,0.14348,-0.003,0.0,0.0,0.0
0.223487,-0.144195,-0.003,0.223244,0.143805,-0.003,-0.156512,-0.144516,-0.003,-0.156755,0.143484,-0.003,0.0,0.0,0.0
0.223331,-0.144214,-0.003,0.223081,0.143786,-0.003,-0.156669,-0.144543,-0.003,-0.156919,0.143457,-0.003,0.0,0.0,0.0
0.223184,-0.144236,-0.003,0.222928,0.143764,-0.003,-0.156816,-0.144573,-0.003,-0.157071,0.143427,-0.003,0.0,0.0,0.0
0.223034,-0.144253,-0.003,0.222773,0.143747,-0.003,-0.156966,-0.144596,-0.003,-0.157226,0.143403,-0.003,0.0,0.0,0.0
0.222902,-0.144277,-0.003,0.222637,0.143723,-0.003,-0.157097,-0.144626,-0.003,-0.157363,0.143373,-0.003,0.0,0.0,0.0
0.222789,-0.144295,-0.003,0.222519,0.143705,-0.003,-0.157211,-0.144651,-0.003,-0.157481,0.143349,-0.003,0.0,0.0,0.0
0.222673,-0.144314,-0.003,0.222399,0.143686,-0.003,-0.157327,-0.144675,-0.003,-0.157601,0.143325,-0.003,0.0,0.0,0.0
0.222597,-0.14434,-0.003,0.22232,0.14366,-0.003,-0.157403,-0.144705,-0.003,-0.15768,0.143295,-0.003,0.0,0.0,0.0
0.222518,-0.144361,-0.003,0.222239,0.143639,-0.003,-0.157482,-0.144729,-0.003,-0.157761,0.143271,-0.003,0.0,0.0,0.0
0.222436,-0.144376,-0.003,0.222155,0.143623,-0.003,-0.157564,-0.144747,-0.003,-0.157845,0.143253,-0.003,0.0,0.0,0.0
0.222352,-0.144405,-0.003,0.22207,0.143594,-0.003,-0.157648,-0.144777,-0.003,-0.15793,0.143222,-0.003,0.0,0.0,0.0
0.222265,-0.144423,-0.003,0.221983,0.143577,-0.003,-0.157734,-0.144796,-0.003,-0.158017,0.143203,-0.003,0.0,0.0,0.0
0.222177,-0.144449,-0.003,0.221894,0.143551,-0.003,-0.157823,-0.144822,-0.003,-0.158105,0.143178,-0.003,0.0,0.0,0.0
0.222087,-0.144481,-0.003,0.221805,0.143518,-0.003,-0.157913,-0.144854,-0.003,-0.158195,0.143146,-0.003,0.0,0.0,0.0
0.222039,-0.144501,-0.003,0.221758,0.143498,-0.003,-0.15796,-0.144873,-0.003,-0.158242,0.143126,-0.003,0.0,0.0,0.0
0.22199,-0.144522,-0.003,0.22171,0.143478,-0.003,-0.158009,-0.144892,-0.003,-0.15829,0.143108,-0.003,0.0,0.0,0.0
0.22194,-0.144549,-0.003,0.22166,0.143451,-0.003,-0.15806,-0.144918,-0.003,-0.158339,0.143082,-0.003,0.0,0.0,0.0
0.221896,-0.144571,-0.003,0.221618,0.143429,-0.003,-0.158103,-0.144939,-0.003,-0.158382,0.143061,-0.003,0.0,0.0,0.0
0.22186,-0.144595,-0.003,0.221583,0.143405,-0.003,-0.158139,-0.144961,-0.003,-0.158417,0.143038,-0.003,0.0,0.0,0.0
0.221822,-0.144625,-0.003,0.221546,0.143375,-0.003,-0.158177,-0.144991,-0.003,-0.158454,0.143009,-0.003,0.0,0.0,0.0
0.221784,-0.144651,-0.003,0.221508,0.143349,-0.003,-0.158215,-0.145016,-0.003,-0.158492,0.142984,-0.003,0.0,0.0,0.0
0.221746,-0.144692,-0.003,0.22147,0.143307,-0.003,-0.158254,-0.145057,-0.003,-0.158529,0.142943,-0.003,0.0,0.0,0.0
0.221706,-0.144721,-0.003,0.221432,0.143278,-0.003,-0.158293,-0.145084,-0.003,-0.158568,0.142915,-0.003,0.0,0.0,0.0
0.221666,-0.144758,-0.003,0.221392,0.143242,-0.003,-0.158333,-0.14512,-0.003,-0.158607,0.14288,-0.003,0.0,0.0,0.0
0.221625,-0.144795,-0.003,0.221352,0.143204,-0.003,-0.158374,-0.145156,-0.003,-0.158647,0.142844,-0.003,0.0,0.0,0.0
0.221582,-0.144827,-0.003,0.221311,0.143172,-0.003,-0.158417,-0.145187,-0.003,-0.158688,0.142812,-0.003,0.0,0.0,0.0
0.221539,-0.144872,-0.003,0.221268,0.143127,-0.003,-0.15846,-0.145231,-0.003,-0.158731,0.142768,-0.003,0.0,0.0,0.0
0.221494,-0.144907,-0.003,0.221225,0.143093,-0.003,-0.158505,-0.145264,-0.003,-0.158774,0.142736,-0.003,0.0,0.0,0.0
0.221448,-0.144948,-0.003,0.221179,0.143052,-0.003,-0.158551,-0.145303,-0.003,-0.15882,0.142696,-0.003,0.0,0.0,0.0
0.2214,-0.144989,-0.003,0.221132,0.14301,-0.003,-0.158599,-0.145344,-0.003,-0.158867,0.142655,-0.003,0.0,0.0,0.0
0.22135,-0.145039,-0.003,0.221083,0.14296,-0.003,-0.158649,-0.145393,-0.003,-0.158916,0.142607,-0.003,0.0,0.0,0.0
0.221295,-0.145078,-0.003,0.22103,0.142922,-0.003,-0.158704,-0.145429,-0.003,-0.158969,0.14257,-0.003,0.0,0.0,0.0
0.221239,-0.145123,-0.003,0.220975,0.142876,-0.003,-0.15876,-0.145474,-0.003,-0.159024,0.142526,-0.003,0.0,0.0,0.0
0.221229,-0.145165,-0.003,0.220966,0.142835,-0.003,-0.15877,-0.145513,-0.003,-0.159033,0.142486,-0.003,0.0,0.0,0.0
0.221233,-0.145213,-0.003,0.220971,0.142786,-0.003,-0.158766,-0.145561,-0.003,-0.159028,0.142438,-0.003,0.0,0.0,0.0
0.221234,-0.145263,-0.003,0.220972,0.142736,-0.003,-0.158765,-0.145611,-0.003,-0.159027,0.142388,-0.003,0.0,0.0,0.0
0.221231,-0.145308,-0.003,0.22097,0.142691,-0.003,-0.158767,-0.145655,-0.003,-0.159029,0.142344,-0.003,0.0,0.0,0.0
0.221226,-0.145359,-0.003,0.220964,0.14264,-0.003,-0.158773,-0.145707,-0.003,-0.159035,0.142292,-0.003,0.0,0.0,0.0
0.221217,-0.145406,-0.003,0.220955,0.142593,-0.003,-0.158782,-0.145754,-0.003,-0.159044,0.142245,-0.003,0.0,0.0,0.0
0.221205,-0.145466,-0.003,0.220943,0.142533,-0.003,-0.158794,-0.145813,-0.003,-0.159055,0.142186,-0.003,0.0,0.0,0.0
0.221189,-0.145514,-0.003,0.220929,0.142485,-0.003,-0.158809,-0.14586,-0.003,-0.15907,0.142138,-0.003,0.0,0.0,0.0
0.221171,-0.14557,-0.003,0.220912,0.142429,-0.003,-0.158827,-0.145915,-0.003,-0.159087,0.142083,-0.003,0.0,0.0,0.0
0.221151,-0.14562,-0.003,0.220892,0.142378,-0.003,-0.158848,-0.145965,-0.003,-0.159107,0.142033,-0.003,0.0,0.0,0.0
0.221125,-0.145678,-0.003,0.220866,0.142321,-0.003,-0.158874,-0.146022,-0.003,-0.159132,0.141977,-0.003,0.0,0.0,0.0
0.221092,-0.14573,-0.003,0.220834,0.142268,-0.003,-0.158907,-0.146073,-0.003,-0.159164,0.141926,-0.003,0.0,0.0,0.0
0.221058,-0.145789,-0.003,0.220801,0.142209,-0.003,-0.158941,-0.146131,-0.003,-0.159198,0.141868,-0.003,0.0,0.0,0.0
0.221022,-0.145843,-0.003,0.220766,0.142155,-0.003,-0.158977,-0.146184,-0.003,-0.159233,0.141815,-0.003,0.0,0.0,0.0
0.220985,-0.145905,-0.003,0.22073,0.142093,-0.003,-0.159014,-0.146243,-0.003,-0.159269,0.141755,-0.003,0.0,0.0,0.0
0.220947,-0.145967,-0.003,0.220694,0.142031,-0.003,-0.159052,-0.146304,-0.003,-0.159305,0.141694,-0.003,0.0,0.0,0.0
0.220908,-0.146024,-0.003,0.220657,0.141973,-0.003,-0.159091,-0.146359,-0.003,-0.159342,0.141638,-0.003,0.0,0.0,0.0
0.220869,-0.146088,-0.003,0.220619,0.141909,-0.003,-0.15913,-0.146422,-0.003,-0.15938,0.141576,-0.003,0.0,0.0,0.0
0.22083,-0.146148,-0.003,0.220582,0.141849,-0.003,-0.159169,-0.146479,-0.003,-0.159416,0.141518,-0.003,0.0,0.0,0.0
0.220792,-0.146215,-0.003,0.220546,0.141782,-0.003,-0.159207,-0.146543,-0.003,-0.159453,0.141454,-0.003,0.0,0.0,0.0
0.220754,-0.146278,-0.003,0.220511,0.141719,-0.003,-0.159245,-0.146603,-0.003,-0.159488,0.141394,-0.003,0.0,0.0,0.0
0.220717,-0.146347,-0.003,0.220476,0.141649,-0.003,-0.159282,-0.146669,-0.003,-0.159523,0.141328,-0.003,0.0,0.0,0.0
0.220682,-0.146413,-0.003,0.220444,0.141584,-0.003,-0.159317,-0.14673,-0.003,-0.159555,0.141266,-0.003,0.0,0.0,0.0
0.220648,-0.146484,-0.003,0.220413,0.141512,-0.003,-0.159351,-0.146798,-0.003,-0.159586,0.141198,-0.003,0.0,0.0,0.0
0.220618,-0.146546,-0.003,0.220387,0.14145,-0.003,-0.159381,-0.146855,-0.003,-0.159612,0.141141,-0.003,0.0,0.0,0.0
0.22059,-0.146616,-0.003,0.220361,0.141379,-0.003,-0.15941,-0.146922,-0.003,-0.159638,0.141074,-0.003,0.0,0.0,0.0
0.220564,-0.146683,-0.003,0.220339,0.141313,-0.003,-0.159436,-0.146983,-0.003,-0.15966,0.141012,-0.003,0.0,0.0,0.0
0.220542,-0.146752,-0.003,0.220321,0.141243,-0.003,-0.159457,-0.147048,-0.003,-0.159678,0.140948,-0.003,0.0,0.0,0.0
0.220523,-0.14682,-0.003,0.220306,0.141175,-0.003,-0.159477,-0.147111,-0.003,-0.159693,0.140885,-0.003,0.0,0.0,0.0
0.220508,-0.146894,-0.003,0.220295,0.1411,-0.003,-0.159492,-0.14718,-0.003,-0.159705,0.140815,-0.003,0.0,0.0,0.0
0.220497,-0.14697,-0.003,0.220288,0.141024,-0.003,-0.159502,-0.147251,-0.003,-0.159712,0.140744,-0.003,0.0,0.0,0.0
0.220491,-0.147041,-0.003,0.220286,0.140954,-0.003,-0.159508,-0.147316,-0.003,-0.159714,0.140678,-0.003,0.0,0.0,0.0
0.220491,-0.147118,-0.003,0.220289,0.140876,-0.003,-0.159509,-0.147388,-0.003,-0.15971,0.140606,-0.003,0.0,0.0,0.0
0.220496,-0.14719,-0.003,0.220299,0.140803,-0.003,-0.159503,-0.147455,-0.003,-0.159701,0.140539,-0.003,0.0,0.0,0.0
0.220508,-0.14727,-0.003,0.220315,0.140723,-0.003,-0.159491,-0.147529,-0.003,-0.159685,0.140464,-0.003,0.0,0.0,0.0
0.220525,-0.147355,-0.003,0.220336,0.140638,-0.003,-0.159475,-0.147608,-0.003,-0.159664,0.140385,-0.003,0.0,0.0,0.0
0.220553,-0.147427,-0.003,0.220368,0.140565,-0.003,-0.159447,-0.147674,-0.003,-0.159632,0.140318,-0.003,0.0,0.0,0.0
0.22059,-0.147503,-0.003,0.220409,0.14049,-0.003,-0.15941,-0.147744,-0.003,-0.15959,0.140248,-0.003,0.0,0.0,0.0
0.220635,-0.147578,-0.003,0.220458,0.140413,-0.003,-0.159365,-0.147814,-0.003,-0.159542,0.140177,-0.003,0.0,0.0,0.0
0.220686,-0.147659,-0.003,0.220513,0.140332,-0.003,-0.159314,-0.147889,-0.003,-0.159487,0.140102,-0.003,0.0,0.0,0.0
0.220748,-0.147737,-0.003,0.220578,0.140254,-0.003,-0.159252,-0.147962,-0.003,-0.159422,0.140029,-0.003,0.0,0.0,0.0
0.220818,-0.147815,-0.003,0.220652,0.140176,-0.003,-0.159182,-0.148035,-0.003,-0.159348,0.139955,-0.003,0.0,0.0,0.0
0.220895,-0.147898,-0.003,0.220732,0.140092,-0.003,-0.159105,-0.148113,-0.003,-0.159268,0.139876,-0.003,0.0,0.0,0.0
0.220962,-0.147979,-0.003,0.220802,0.140011,-0.003,-0.159037,-0.14819,-0.003,-0.159198,0.139799,-0.003,0.0,0.0,0.0
0.221017,-0.148064,-0.003,0.220858,0.139925,-0.003,-0.158983,-0.148272,-0.003,-0.159142,0.139716,-0.003,0.0,0.0,0.0
0.221084,-0.148143,-0.003,0.220926,0.139845,-0.003,-0.158916,-0.14835,-0.003,-0.159074,0.139638,-0.003,0.0,0.0,0.0
0.221174,-0.148247,-0.003,0.221016,0.13974,-0.003,-0.158826,-0.148454,-0.003,-0.158984,0.139534,-0.003,0.0,0.0,0.0
0.221241,-0.148314,-0.003,0.22108,0.139673,-0.003,-0.158759,-0.148522,-0.003,-0.15892,0.139465,-0.003,0.0,0.0,0.0
0.22133,-0.148413,-0.003,0.221165,0.139573,-0.003,-0.15867,-0.148625,-0.003,-0.158834,0.139361,-0.003,0.0,0.0,0.0
0.221421,-0.148496,-0.003,0.221252,0.139489,-0.003,-0.158578,-0.148713,-0.003,-0.158747,0.139273,-0.003,0.0,0.0,0.0
0.221487,-0.148574,-0.003,0.221312,0.13941,-0.003,-0.158512,-0.148797,-0.003,-0.158687,0.139187,-0.003,0.0,0.0,0.0
0.221541,-0.148635,-0.003,0.221356,0.139348,-0.003,-0.158458,-0.14887,-0.003,-0.158643,0.139113,-0.003,0.0,0.0,0.0
0.221635,-0.148693,-0.003,0.221432,0.13929,-0.003,-0.158364,-0.148951,-0.003,-0.158567,0.139032,-0.003,0.0,0.0,0.0
0.221739,-0.148618,-0.003,0.221532,0.139366,-0.003,-0.158259,-0.148881,-0.003,-0.158467,0.139102,-0.003,0.0,0.0,0.0
0.221794,-0.148622,-0.003,0.221586,0.139363,-0.003,-0.158205,-0.148887,-0.003,-0.158413,0.139098,-0.003,0.0,0.0,0.0
0.221888,-0.148623,-0.003,0.221681,0.139364,-0.003,-0.158111,-0.148888,-0.003,-0.158318,0.1391,-0.003,0.0,0.0,0.0
0.221958,-0.148842,-0.003,0.221768,0.139147,-0.003,-0.158041,-0.149084,-0.003,-0.158231,0.138904,-0.003,0.0,0.0,0.0
0.221988,-0.148877,-0.003,0.221817,0.139112,-0.003,-0.158011,-0.149096,-0.003,-0.158182,0.138894,-0.003,0.0,0.0,0.0
0.222071,-0.148907,-0.003,0.221919,0.139083,-0.003,-0.157928,-0.149101,-0.003,-0.15808,0.138889,-0.003,0.0,0.0,0.0
0.22215,-0.148939,-0.003,0.222017,0.139051,-0.003,-0.15785,-0.149108,-0.003,-0.157982,0.138882,-0.003,0.0,0.0,0.0
0.222223,-0.148975,-0.003,0.22211,0.139015,-0.003,-0.157777,-0.149117,-0.003,-0.157889,0.138873,-0.003,0.0,0.0,0.0
0.222292,-0.149007,-0.003,0.222201,0.138983,-0.003,-0.157707,-0.149122,-0.003,-0.157799,0.138868,-0.003,0.0,0.0,0.0
0.222359,-0.149046,-0.003,0.22229,0.138945,-0.003,-0.15764,-0.149132,-0.003,-0.15771,0.138858,-0.003,0.0,0.0,0.0
0.222426,-0.149089,-0.003,0.222378,0.138901,-0.003,-0.157574,-0.149148,-0.003,-0.157622,0.138842,-0.003,0.0,0.0,0.0
0.222488,-0.149133,-0.003,0.22246,0.138857,-0.003,-0.157512,-0.149165,-0.003,-0.157539,0.138825,-0.003,0.0,0.0,0.0
0.222546,-0.149176,-0.003,0.222538,0.138814,-0.003,-0.157454,-0.149182,-0.003,-0.157462,0.138807,-0.003,0.0,0.0,0.0
0.22262,-0.149224,-0.003,0.22263,0.138765,-0.003,-0.157379,-0.149207,-0.003,-0.157369,0.138783,-0.003,0.0,0.0,0.0
0.222712,-0.149271,-0.003,0.222738,0.138718,-0.003,-0.157288,-0.149233,-0.003,-0.157262,0.138756,-0.003,0.0,0.0,0.0
0.2228,-0.149316,-0.003,0.22284,0.138673,-0.003,-0.1572,-0.149259,-0.003,-0.15716,0.13873,-0.003,0.0,0.0,0.0
0.222885,-0.149364,-0.003,0.222937,0.138625,-0.003,-0.157115,-0.149293,-0.003,-0.157063,0.138696,-0.003,0.0,0.0,0.0
0.222967,-0.149404,-0.003,0.223028,0.138584,-0.003,-0.157033,-0.149321,-0.003,-0.156972,0.138667,-0.003,0.0,0.0,0.0
0.223067,-0.14944,-0.003,0.223136,0.138547,-0.003,-0.156933,-0.149348,-0.003,-0.156864,0.13864,-0.003,0.0,0.0,0.0
0.223186,-0.14948,-0.003,0.22326,0.138508,-0.003,-0.156814,-0.14938,-0.003,-0.15674,0.138607,-0.003,0.0,0.0,0.0
0.223303,-0.149511,-0.003,0.22338,0.138476,-0.003,-0.156697,-0.149407,-0.003,-0.15662,0.13858,-0.003,0.0,0.0,0.0
0.223416,-0.149546,-0.003,0.223495,0.138441,-0.003,-0.156584,-0.14944,-0.003,-0.156505,0.138546,-0.003,0.0,0.0,0.0
0.223524,-0.149573,-0.003,0.223603,0.138413,-0.003,-0.156476,-0.149468,-0.003,-0.156397,0.138518,-0.003,0.0,0.0,0.0
0.223627,-0.149606,-0.003,0.223705,0.13838,-0.003,-0.156373,-0.149502,-0.003,-0.156295,0.138483,-0.003,0.0,0.0,0.0
0.223729,-0.149632,-0.003,0.223806,0.138353,-0.003,-0.156271,-0.14953,-0.003,-0.156194,0.138455,-0.003,0.0,0.0,0.0
0.223829,-0.149657,-0.003,0.223904,0.138328,-0.003,-0.156171,-0.149558,-0.003,-0.156096,0.138427,-0.003,0.0,0.0,0.0
0.223929,-0.149688,-0.003,0.224001,0.138297,-0.003,-0.156071,-0.149592,-0.003,-0.155999,0.138392,-0.003,0.0,0.0,0.0
0.224027,-0.149718,-0.003,0.224098,0.138266,-0.003,-0.155973,-0.149626,-0.003,-0.155902,0.138358,-0.003,0.0,0.0,0.0
0.224125,-0.149741,-0.003,0.224193,0.138242,-0.003,-0.155875,-0.149654,-0.003,-0.155807,0.13833,-0.003,0.0,0.0,0.0
0.224223,-0.14977,-0.003,0.224288,0.138214,-0.003,-0.155777,-0.149687,-0.003,-0.155712,0.138297,-0.003,0.0,0.0,0.0
0.224321,-0.149798,-0.003,0.224382,0.138185,-0.003,-0.155679,-0.14972,-0.003,-0.155618,0.138263,-0.003,0.0,0.0,0.0
0.224419,-0.149826,-0.003,0.224476,0.138157,-0.003,-0.155581,-0.149753,-0.003,-0.155524,0.13823,-0.003,0.0,0.0,0.0
0.224516,-0.149852,-0.003,0.22457,0.13813,-0.003,-0.155483,-0.149785,-0.003,-0.15543,0.138197,-0.003,0.0,0.0,0.0
0.224615,-0.149872,-0.003,0.224664,0.13811,-0.003,-0.155385,-0.149811,-0.003,-0.155336,0.138171,-0.003,0.0,0.0,0.0
0.224713,-0.149898,-0.003,0.224758,0.138083,-0.003,-0.155287,-0.149843,-0.003,-0.155242,0.138138,-0.003,0.0,0.0,0.0
0.224807,-0.149925,-0.003,0.224849,0.138057,-0.003,-0.155193,-0.149875,-0.003,-0.155151,0.138106,-0.003,0.0,0.0,0.0
0.224897,-0.149951,-0.003,0.224935,0.13803,-0.003,-0.155102,-0.149906,-0.003,-0.155064,0.138075,-0.003,0.0,0.0,0.0
0.224988,-0.149977,-0.003,0.225023,0.138004,-0.003,-0.155012,-0.149936,-0.003,-0.154977,0.138044,-0.003,0.0,0.0,0.0
0.225078,-0.150003,-0.003,0.225111,0.137977,-0.003,-0.154922,-0.149966,-0.003,-0.154888,0.138014,-0.003,0.0,0.0,0.0
0.225169,-0.150023,-0.003,0.2252,0.137957,-0.003,-0.154831,-0.149989,-0.003,-0.154799,0.13799,-0.003,0.0,0.0,0.0
0.22526,-0.150049,-0.003,0.225289,0.137931,-0.003,-0.154739,-0.150019,-0.003,-0.15471,0.13796,-0.003,0.0,0.0,0.0
0.225352,-0.150075,-0.003,0.225379,0.137904,-0.003,-0.154647,-0.150049,-0.003,-0.15462,0.13793,-0.003,0.0,0.0,0.0
0.225443,-0.150101,-0.003,0.225469,0.137877,-0.003,-0.154556,-0.150078,-0.003,-0.15453,0.1379,-0.003,0.0,0.0,0.0
0.225535,-0.150128,-0.003,0.225559,0.13785,-0.003,-0.154464,-0.150106,-0.003,-0.15444,0.137872,-0.003,0.0,0.0,0.0
0.225626,-0.150154,-0.003,0.22565,0.137824,-0.003,-0.154373,-0.150134,-0.003,-0.154349,0.137844,-0.003,0.0,0.0,0.0
0.225716,-0.15018,-0.003,0.22574,0.137797,-0.003,-0.154283,-0.150161,-0.003,-0.154258,0.137816,-0.003,0.0,0.0,0.0
0.225806,-0.150207,-0.003,0.225831,0.13777,-0.003,-0.154193,-0.150188,-0.003,-0.154168,0.137789,-0.003,0.0,0.0,0.0
0.225894,-0.150233,-0.003,0.22592,0.137743,-0.003,-0.154104,-0.150214,-0.003,-0.154078,0.137763,-0.003,0.0,0.0,0.0
0.225976,-0.15026,-0.003,0.226004,0.137716,-0.003,-0.154022,-0.150239,-0.003,-0.153994,0.137737,-0.003,0.0,0.0,0.0
0.226079,-0.150288,-0.003,0.226109,0.137688,-0.003,-0.153918,-0.150266,-0.003,-0.153889,0.13771,-0.003,0.0,0.0,0.0
0.226195,-0.150314,-0.003,0.226226,0.137661,-0.003,-0.153803,-0.150291,-0.003,-0.153772,0.137684,-0.003,0.0,0.0,0.0
0.226324,-0.15034,-0.003,0.226357,0.137635,-0.003,-0.153673,-0.150315,-0.003,-0.15364,0.13766,-0.003,0.0,0.0,0.0
0.226451,-0.150365,-0.003,0.226487,0.137609,-0.003,-0.153545,-0.150338,-0.003,-0.15351,0.137636,-0.003,0.0,0.0,0.0
0.226577,-0.150391,-0.003,0.226616,0.137583,-0.003,-0.15342,-0.150361,-0.003,-0.153381,0.137613,-0.003,0.0,0.0,0.0
0.2267,-0.150416,-0.003,0.226742,0.137557,-0.003,-0.153297,-0.150383,-0.003,-0.153254,0.137591,-0.003,0.0,0.0,0.0
0.22682,-0.150442,-0.003,0.226866,0.137531,-0.003,-0.153176,-0.150405,-0.003,-0.15313,0.137569,-0.003,0.0,0.0,0.0
0.226939,-0.150468,-0.003,0.226989,0.137505,-0.003,-0.153057,-0.150426,-0.003,-0.153006,0.137547,-0.003,0.0,0.0,0.0
