horizonLength,bezierHeight,delta,steps,pitch_ascension,offset,Pf,des_vel
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149677  0.136643    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230369 -0.151157    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23029 0.136829   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149607 -0.151303    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149686  0.136683    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230357 -0.151121    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230282 0.136865   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149619 -0.151262    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149694  0.136725    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230346 -0.151084    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230275 0.136902   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.14963 -0.15122   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149701  0.136767    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230336 -0.151047    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230268  0.13694   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14964 -0.151177    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149708   0.13681    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230326 -0.151008    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230262 0.136979   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14965 -0.151132    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149714  0.136855    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230316 -0.150968    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230257  0.13702   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14966 -0.151087    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14972 0.136901   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230307 -0.150927    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230251 0.137061   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149669 -0.151039    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149725  0.136948    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230325 -0.150885    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230273 0.137103   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149651 -0.150992    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149703  0.136996    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230371 -0.150845    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230324 0.137143   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149605 -0.150946    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149652  0.137042    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230414 -0.150809    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230371  0.13718   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149562 -0.150904    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149606  0.137085    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230452 -0.150764    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230413 0.137225   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149524 -0.150853    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149564  0.137136    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23049 -0.150717    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230455 0.137272   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149486 -0.150801    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149521  0.137189    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230525 -0.150669    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230494 0.137321   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149452 -0.150745    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149482  0.137244    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230557 -0.150627    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230532 0.137363   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149419 -0.150696    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149445  0.137293    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230588 -0.150585    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230568 0.137405   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149388 -0.150647    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149409  0.137343    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230617 -0.150542    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230602 0.137448   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14936 -0.150598    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149375  0.137393    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230643 -0.150499    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230633 0.137492   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149334 -0.150547    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149344  0.137443    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230666 -0.150454    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230661 0.137536   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149311 -0.150495    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149316  0.137495    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230687 -0.150409    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230686 0.137582   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149291 -0.150443    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149291  0.137548    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230704 -0.150362    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230708 0.137629   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149273 -0.150389    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149269  0.137602    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230719 -0.150315    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230728 0.137676   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149259 -0.150335    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14925 0.137657   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230728 -0.150269    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230742 0.137722   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149249 -0.150282    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149235  0.137709    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230734 -0.150225    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230753 0.137766   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149244 -0.150232    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149225   0.13776    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230737 -0.150181    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230761 0.137811   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149241 -0.150181    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149217  0.137811    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230739 -0.150136    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230767 0.137856   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149239  -0.15013    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149211  0.137863    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230739 -0.150091    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230771 0.137901   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149239 -0.150078    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149207  0.137914    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230738 -0.150046    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230774 0.137947   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14924 -0.150026    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149204  0.137966    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230735 -0.149999    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230776 0.137994   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149243 -0.149974    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149202  0.138019    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230733 -0.149953    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230777  0.13804   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149245 -0.149922    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149201  0.138071    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230729 -0.149906    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230778 0.138087   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149248  -0.14987    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, -0.1492 0.138124   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230727 -0.149859    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230779 0.138135   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149251 -0.149817    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149199  0.138177    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230725 -0.149811    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23078 0.138183   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149253 -0.149764    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149197   0.13823    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230723 -0.149763    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230783 0.138231   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149254 -0.149711    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149195  0.138283    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230724 -0.149715    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230786  0.13828   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149253 -0.149658    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149191  0.138336    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230729 -0.149668    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230794 0.138326   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149248 -0.149607    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149183  0.138388    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230739 -0.149624    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230807 0.138371   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149238 -0.149559    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14917 0.138436   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.230752 -0.14958   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230824 0.138415   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149224  -0.14951    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149153  0.138485    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23077 -0.149542    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230845 0.138453   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149206 -0.149468    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149132  0.138528    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230793 -0.149498    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230871 0.138498   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149183 -0.149419    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149106  0.138577    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230822 -0.149454    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230902 0.138542   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149155  -0.14937    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149074  0.138626    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230857 -0.149416    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.23094 0.13858  -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149119 -0.149328    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.149036  0.138668    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230898 -0.149372    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.230985 0.138625   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149077 -0.149279    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14899 0.138718   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.230948 -0.149328    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231038 0.138669   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.149027  -0.14923    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148937  0.138766    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.231006 -0.14929   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,  0.2311 0.138707   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148969 -0.149188    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148876  0.138809    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231074 -0.149246    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23117 0.138751   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148901 -0.149139    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148805  0.138858    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231152 -0.149209    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231251 0.138789   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148823 -0.149097    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148723    0.1389    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231201 -0.149165    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231303 0.138832   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148773 -0.149051    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148671  0.138947    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231263 -0.149135    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231366 0.138862   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148711 -0.149018    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148608  0.138979    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231377 -0.149111    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231481 0.138887   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148596 -0.148992    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148492  0.139006    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231508 -0.149071    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231613 0.138926   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148465 -0.148951    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14836 0.139047   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231636 -0.149033    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231741 0.138965   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148337 -0.148912    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148232  0.139086    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231738 -0.149003    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231843 0.138995   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148234 -0.148882    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148129  0.139116    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231858 -0.148962    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231962 0.139036   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148113 -0.148841    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148009  0.139157    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231996 -0.148919    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232099 0.139079   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147975   -0.1488    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147872  0.139198    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232132 -0.148885    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232233 0.139114   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147838 -0.148767    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147737  0.139232    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.232287 -0.14885   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232386 0.139149   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147683 -0.148734    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147584  0.139264    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23246 -0.148815    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232557 0.139183   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147509 -0.148702    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147412  0.139297    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232652 -0.148781    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232746 0.139218   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147316  -0.14867    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147222  0.139328    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232863 -0.148743    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232955 0.139255   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147104 -0.148637    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147013  0.139362    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233092 -0.148713    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.233179 0.139286   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146875 -0.148611    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.146788  0.139388    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233345 -0.148674    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.233426 0.139325   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146622 -0.148579    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14654  0.13942   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233619 -0.148619    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.233693  0.13938   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146347 -0.148533    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.146272  0.139466    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233806 -0.148563    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23387 0.139436   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146159 -0.148491    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.146095  0.139508    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233996 -0.148505    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234041 0.139494   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145969 -0.148457    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145924  0.139542    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234176 -0.148446    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234198 0.139553   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145789 -0.148429    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145767  0.139571    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234296 -0.148387    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234292 0.139612   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145668 -0.148404    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145672  0.139595    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234249 -0.148565    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23423 0.139433   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145716 -0.148605    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145735  0.139394    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234223 -0.148581    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234189 0.139417   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145745 -0.148643    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145778  0.139354    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234105 -0.148349    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234099 0.139649   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145863 -0.148377    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145869   0.13962    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234018 -0.148359    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234045 0.139638   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145949 -0.148346    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145923  0.139651    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233985 -0.148374    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234045 0.139623   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145983 -0.148318    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145923  0.139679    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233936 -0.148385    -0.003,0 0 0
