horizonLength,bezierHeight,delta,steps,pitch_ascension,offset,Pf,des_vel
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231434 0.143887   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14828 -0.144426    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148526  0.143573    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231681 -0.144091    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231439 0.143908   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148278 -0.144399    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148521    0.1436    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231682 -0.144071    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231443 0.143928   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148277 -0.144374    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148517  0.143625    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231722 -0.144054    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231486 0.143945   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148238 -0.144352    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148473  0.143647    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231769 -0.144036    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231536 0.143963   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.14819 -0.14433   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148423  0.143669    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231812 -0.144019    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231582  0.14398   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148147 -0.144308    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148377  0.143691    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231853 -0.144001    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231626 0.143998   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148106 -0.144286    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148333  0.143713    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231892 -0.143983    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231668 0.144016   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148067 -0.144264    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148292  0.143735    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231928 -0.143965    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231706 0.144034   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148031 -0.144242    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148253  0.143757    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23196 -0.143946    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231741 0.144052   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147999 -0.144219    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148218  0.143779    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231989 -0.143928    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231772 0.144071   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147971 -0.144197    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148187  0.143802    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232013 -0.143909    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231799  0.14409   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147946 -0.144174    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14816 0.143824   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.232033 -0.14389   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231822 0.144108   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147926 -0.144152    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148138  0.143847    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23205 -0.143871    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231841 0.144127   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14791 -0.144129    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148119  0.143869    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232062 -0.143853    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231855 0.144146   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147898 -0.144107    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148105  0.143892    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232063 -0.143835    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231859 0.144163   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147897 -0.144085    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148101  0.143913    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.232053 -0.14382   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231852 0.144179   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147906 -0.144066    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148108  0.143932    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232041 -0.143804    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231842 0.144194   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147919 -0.144047    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148118  0.143951    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232026 -0.143789    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23183 0.144209   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147934 -0.144027    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14813  0.14397   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232009 -0.143774    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231815 0.144224   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147951 -0.144009    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148145  0.143989    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23199 -0.143759    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231799 0.144239   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147969  -0.14399    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14816 0.144008   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231971 -0.143745    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231782 0.144253   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147989 -0.143971    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148177  0.144026    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.23195 -0.14373   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231764 0.144267   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148009 -0.143953    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148195  0.144045    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231929 -0.143716    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231746 0.144281   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14803 -0.143935    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148213  0.144063    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231908 -0.143703    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231728 0.144295   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148051 -0.143917    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148231  0.144081    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231888 -0.143689    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23171 0.144308   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148071 -0.143899    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148249  0.144098    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231868 -0.143676    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231694 0.144321   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14809 -0.143881    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148265  0.144116    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231851 -0.143663    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231679 0.144334   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148107 -0.143864    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148279  0.144133    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231835 -0.143651    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231667 0.144346   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148122 -0.143847    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148291  0.144149    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231823 -0.143639    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231657 0.144357   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148134 -0.143832    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, -0.1483 0.144165   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231815 -0.143629    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231652 0.144368   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148142 -0.143817    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148305   0.14418    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231811 -0.143618    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23165 0.144378   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148146 -0.143802    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148307  0.144194    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231811 -0.143608    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231653 0.144388   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148145 -0.143789    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148303  0.144208    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231817 -0.143599    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231662 0.144397   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148138 -0.143775    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148294  0.144221    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.23183 -0.14359   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231677 0.144406   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148126 -0.143762    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148279  0.144234    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231849 -0.143581    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231698 0.144415   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148106  -0.14375    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148257  0.144247    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231875 -0.143573    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231727 0.144423   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148079 -0.143738    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148227  0.144258    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231911 -0.143565    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231765 0.144431   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.148043 -0.143726    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148189   0.14427    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.231955 -0.143557    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231811 0.144438   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147998 -0.143716    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148142   0.14428    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23201 -0.143545    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231868 0.144451   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147944   -0.1437    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148085  0.144296    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.232075 -0.14354   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.231936 0.144456   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147878 -0.143691    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.148017  0.144305    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232149 -0.143533    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232014 0.144463   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147804 -0.143679    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147939  0.144317    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232234 -0.143523    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232101 0.144473   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147719 -0.143665    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147851  0.144331    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232332 -0.143518    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232202 0.144477   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14762 -0.143657    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14775 0.144339   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232446 -0.143514    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232318 0.144482   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147506 -0.143649    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147634  0.144346    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232514 -0.143507    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232387 0.144489   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147438  -0.14364    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147565  0.144355    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.232598  -0.1435   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232471 0.144495   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147353 -0.143632    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14748 0.144363   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232699 -0.143493    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232573 0.144502   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147252 -0.143625    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147378  0.144371    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232799 -0.143493    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232672 0.144502   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147152 -0.143624    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147278  0.144371    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.232916 -0.143486    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232789 0.144509   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.147034 -0.143619    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147162  0.144376    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.233052 -0.14348   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.232923 0.144515   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146898 -0.143615    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.147027   0.14438    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233205 -0.143475    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.233074  0.14452   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146744 -0.143612    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.146875  0.144383    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233379 -0.143473    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.233245 0.144522   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146571 -0.143613    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.146705  0.144382    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233568 -0.143472    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23343 0.144523   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146382 -0.143617    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.146519  0.144378    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23378 -0.143463    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.233637 0.144532   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146169 -0.143614    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.146311  0.144381    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234012 -0.143452    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.233861 0.144543   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145937 -0.143613    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.146087  0.144382    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234179 -0.143431    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234017 0.144563   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14577 -0.143608    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145931  0.144387    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23433 -0.143407    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234149 0.144588   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145619 -0.143608    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145799  0.144387    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.234507 -0.14338   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234303 0.144615   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145442 -0.143613    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145646  0.144382    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.23456 -0.14352   -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234334 0.144476   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14539 -0.143783    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145616  0.144213    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234572 -0.143559    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23433 0.144438   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14538 -0.143848    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145621  0.144148    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234579 -0.143604    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234322 0.144394   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145376 -0.143921    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145632  0.144077    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234517 -0.143403    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234268 0.144596   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14544 -0.143718    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145689  0.144281    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234428 -0.143456    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23421 0.144544   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14553 -0.143733    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145748  0.144267    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234396 -0.143512    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234209 0.144487   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145563  -0.14375    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14575  0.14425   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234349 -0.143562    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234195 0.144437   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145611 -0.143758    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145765  0.144241    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234288 -0.143609    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234167 0.144391   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145673 -0.143761    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145794  0.144238    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234218 -0.143647    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234131 0.144353   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145743 -0.143756    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.14583 0.144244   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234142 -0.143678    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.234086 0.144322   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, -0.14582 -0.143745    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145875  0.144255    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.234055 -0.143708    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.23403 0.144292   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.145907 -0.143736    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.145932  0.144264    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.23396 -0.143737    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.233962 0.144263   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146003  -0.14373    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,-0.146001   0.14427    -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.233855 -0.143766    -0.003,0 0 0
16,0.15,0.09,5,-0.389,    0 0.095     0,0.233883 0.144234   -0.003,0 0 0
16,0.15,0.09,5,-0.389,     0 -0.095      0,-0.146108 -0.143726    -0.003,0 0 0
