horizonLength,cycletime,bezierHeight,delta,runstairs,pitch_ascension,offset,Pf,des_vel
10,5,0.065,0.015,0.2,-0.1095,0.065,   0.224374   -0.113966 0.000991425,   0.224373    0.114034 0.000977388, -0.155624  -0.113968 0.00107252, -0.155626   0.114032 0.00107207,0 0 0,  0.0343803 3.27033e-05    0.294278
10,5,0.065,0.015,0.2,-0.1095,0.065,  0.224406  -0.113967 0.00108009,   0.224405    0.114033 0.000979295, -0.155592  -0.113969 0.00107434, -0.155593   0.114031 0.00115832,0 0 0,  0.0343803 3.27033e-05    0.294278
10,5,0.065,0.015,0.2,-0.1095,0.065,  0.224537  -0.113976 0.00139832, 0.224537  0.114024 0.0010684, -0.155461  -0.113975 0.00116186, -0.155461   0.114025 0.00146486,0 0 0,  0.0343803 3.27033e-05    0.294278
10,5,0.065,0.015,0.2,-0.1095,0.065,  0.224672  -0.113975 0.00161441,  0.224674   0.114025 0.00149315, -0.155326  -0.113972 0.00157427, -0.155324   0.114028 0.00165271,0 0 0,  0.0343803 3.27033e-05    0.294278
10,5,0.065,0.015,0.2,-0.1095,0.065,    0.2248  -0.113978 0.00172891,  0.224804   0.114022 0.00223043,-0.155198 -0.113972 0.0022897, -0.155194   0.114027 0.00172429,0 0 0,  0.0343803 3.27033e-05    0.294278
10,5,0.065,0.015,0.2,-0.1095,0.065,   0.22492  -0.113981 0.00175055,  0.224924   0.114019 0.00325446, -0.155078  -0.113973 0.00328349, -0.155074   0.114027 0.00169074,0 0 0,  0.0343803 3.27033e-05    0.294278
10,5,0.065,0.015,0.2,-0.1095,0.065,  0.225029  -0.113982 0.00168728,  0.225034   0.114017 0.00453942, -0.154969  -0.113974 0.00453081, -0.154964   0.114026 0.00156139,0 0 0,  0.0343803 3.27033e-05    0.294278
10,5,0.065,0.015,0.2,-0.1095,0.065,  0.225126  -0.113984 0.00154539,  0.225132   0.114016 0.00605922, -0.154871  -0.113974 0.00600659, -0.154866   0.114026 0.00134402,0 0 0,  0.0343803 3.27033e-05    0.294278
10,5,0.065,0.015,0.2,-0.1095,0.065,  0.225211  -0.114014 0.00132652,  0.225216   0.113986 0.00778948, -0.154787  -0.114006 0.00769018, -0.154782   0.113994 0.00121116,0 0 0,  0.0343803 3.27033e-05    0.294278
10,5,0.065,0.015,0.2,-0.1095,0.065,  0.225279  -0.114041 0.00102862,  0.225279   0.113959 0.00970747, -0.154719   -0.11404 0.00956579, -0.154719    0.11396 0.00122591,0 0 0,  0.0343803 3.27033e-05    0.294278
